Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -13309814, -7696944, -27131836, 85107, 175259, -217655,0, 
0x00000000, -13307804, -7694666, -27136616, 85201, 175340, -218075,490, 
0x00000000, -13306587, -7699817, -27124854, 84897, 175320, -217806,646, 
0x00000000, -13304915, -7694888, -27131064, 84962, 175180, -217983,802, 
0x00000000, -13298147, -7694602, -27128408, 84986, 175002, -217830,959, 
0x00000000, -13306557, -7698613, -27131914, 85120, 175430, -217748,1117, 
0x00000000, -13303155, -7697392, -27136668, 85158, 175236, -217892,1374, 
0x00000000, -13308565, -7690848, -27136168, 85256, 175382, -217836,1529, 
0x00000000, -13302680, -7697519, -27129148, 84939, 175181, -217464,1686, 
0x00000000, -13298457, -7696341, -27128190, 85091, 175266, -217884,1840, 
0x00000000, -13298312, -7699232, -27135704, 85265, 175242, -217739,1996, 
0x00000000, -13304289, -7693741, -27134516, 85161, 175234, -217702,2157, 
0x00000000, -13303380, -7701187, -27132678, 85191, 175141, -217828,2313, 
0x00000000, -13302708, -7691728, -27131444, 85359, 175220, -217911,2466, 
0x00000000, -13303752, -7696772, -27125584, 85193, 175297, -217565,2621, 
0x00000000, -13306368, -7686621, -27260974, 83069, 179876, -217380,2778, 
0x00000000, -13289955, -7673687, -27525180, 78202, 189800, -216906,2933, 
0x00000000, -13241075, -7642763, -27775100, 73398, 199097, -216386,3086, 
0x00000000, -13195818, -7603914, -28014326, 69316, 207784, -215615,3240, 
0x00000000, -13178505, -7574799, -28292528, 64541, 218023, -215004,3395, 
0x00000000, -13206551, -7570963, -28500094, 60354, 225724, -213953,3550, 
0x00000000, -13391712, -7587872, -28700232, 57052, 232613, -211499,3703, 
0x00000000, -13246496, -7569218, -28916280, 53065, 241063, -212928,3859, 
0x00000000, -13218072, -7622079, -29038872, 50625, 245519, -215132,4013, 
0x00000000, -13684863, -7844140, -29015612, 51102, 244679, -215465,4173, 
0x00000000, -13492325, -7781242, -29135494, 49137, 248606, -216389,4328, 
0x00000000, -13491106, -7797223, -29134330, 48706, 248953, -216877,4483, 
0x00000000, -13491589, -7794473, -29137902, 48787, 249021, -217112,4635, 
0x00000000, -13552664, -7805422, -29151796, 48576, 249333, -215933,4801, 
0x00000000, -13471252, -7784663, -29154632, 48324, 250049, -216732,4960, 
0x00000000, -13420289, -7676710, -29220836, 47181, 252360, -213568,5115, 
0x00000000, -13346689, -7647596, -29262000, 46918, 253045, -213908,5268, 
0x00000000, -13277124, -7635377, -29264724, 46602, 253252, -214527,5422, 
0x00000000, -13373979, -7672017, -29246518, 46856, 252937, -214106,5579, 
0x00000000, -13345872, -7666635, -29259072, 46758, 253136, -214553,5741, 
0x00000000, -13302936, -7649890, -29263144, 46747, 253166, -214770,5895, 
0x00000000, -13286771, -7650737, -29260438, 46756, 253091, -215009,6048, 
0x00000000, -13309175, -7690760, -29387086, 44620, 257464, -216206,6203, 
0x00000000, -12971646, -7532398, -29395144, 44194, 257937, -216289,6356, 
0x00000000, -13040079, -7485548, -29346862, 45420, 255838, -213559,6509, 
0x00000000, -13444153, -7629833, -29280242, 46241, 252819, -211372,6663, 
0x00000000, -13827350, -7680378, -29055408, 50233, 245540, -206539,6817, 
0x00000000, -13894451, -7801215, -28813094, 54651, 236142, -209930,6969, 
0x00000000, -13793161, -7770685, -28638656, 58092, 229348, -210738,7124, 
0x00000000, -13784256, -7805338, -28427374, 61867, 221996, -212492,7279, 
0x00000000, -13696989, -7806160, -28212348, 65548, 213996, -214119,7435, 
0x00000000, -13531825, -7816635, -28005354, 69035, 206308, -217261,7590, 
0x00000000, -13451461, -7813758, -27770754, 73599, 197647, -219333,7745, 
0x00000000, -13308940, -7774297, -27532910, 77950, 188877, -220505,7899, 
0x00000000, -13324032, -7718852, -27332556, 81912, 181531, -218224,8052, 
0x00000000, -13298833, -7690782, -27150076, 85032, 174749, -217922,8208, 
0x00000000, -13308232, -7691244, -27149524, 85384, 174503, -217664,8363, 
0x00000000, -13316093, -7699583, -27161272, 85205, 174632, -217820,8515, 
0x00000000, -13309927, -7696540, -27149138, 85468, 174616, -217936,8667, 
0x00000000, -13304216, -7690913, -27148570, 85357, 174275, -217780,8853, 
0x00000000, -13309917, -7688925, -27150602, 85223, 174222, -217926,9010, 
0x00000000, -13307962, -7697643, -27138280, 84970, 174008, -217950,9166, 
0x00000000, -13312822, -7700115, -27148166, 85196, 174349, -217738,9321, 
0x00000000, -13315836, -7690313, -27146696, 85103, 174207, -217899,9475, 
0x00000000, -13307952, -7703149, -27138320, 84828, 174083, -217885,9631, 
0x00000000, -13311730, -7697076, -27142780, 85062, 173905, -217824,9785, 
0x00000000, -13312509, -7696080, -27131776, 84838, 174061, -218013,9939, 
0x00000000, -13309214, -7692849, -27153710, 84949, 174055, -217699,10094, 
0x00000000, -13306017, -7691703, -27143158, 84945, 174022, -217807, 1646316676342, 
