encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,1930,1697,-3748,99,-180,-74,158,0
0,-988,4580,5202,144,-365,-108,315,0
0,4208,535,-3525,-1,-235,-84,472,0
0,-8288,-4234,-7939,-12,-302,-241,632,0
0,-3636,-3230,2464,232,-325,164,793,0
24,-4660,-3792,-1730,-19,-171,-181,950,0
143,-6456,2067,-2520,14,-346,191,1109,0
289,5800,-2320,-4797,-73,-122,175,1267,0
452,3848,-5240,-7284,-88,-248,13,1440,0
721,-968,-13509,2950,27,-39,-31,1602,0
996,108708,16581,4343,3143,-3197,232,1757,0
1243,504616,88951,8308,15010,-14554,2768,1912,0
1498,878534,148855,22573,25797,-24469,4499,2068,0
1737,1269914,153590,-30000,37619,-35513,6541,2225,0
1992,1744032,293876,12832,51928,-48086,9846,2382,0
2251,2157480,395374,31051,64490,-59455,12576,2552,0
2525,2663776,390266,-106811,79752,-72991,16785,2706,0
2804,3154868,376303,-281616,94620,-85780,21619,2869,0
3049,3661396,432313,-307397,109945,-99584,24047,3025,-1
3314,4129848,413859,-394263,124375,-111394,26082,3184,-1
3604,4537068,362848,-555259,136896,-122081,29587,3342,-1
3868,5035720,509634,-430885,152704,-134682,31250,3497,-1
4132,5480684,348200,-625704,167015,-145256,31712,3652,-1
4407,5999084,375727,-791881,182591,-158830,37476,3806,-1
4659,6448544,552287,-716552,197135,-170257,41589,3963,-1
4966,6867360,571872,-698133,210250,-180270,41656,4118,-1
5220,7225416,740345,-673672,221882,-189332,47170,4272,-1
5501,7361496,945043,-642629,226416,-192437,53125,4425,-1
5781,7660516,1291728,-502849,235691,-200142,60405,4582,-1
6059,7965356,1507278,-348766,245461,-207706,62954,4737,-1
6347,8233336,1097601,29170,259324,-208795,41537,4891,-1
6619,8636120,1375938,254504,272065,-218677,45204,5047,-1
6902,9060492,1653790,547576,286351,-228731,47696,5203,-1
7180,9470792,1839491,706332,299637,-238899,49509,5359,-1
7459,9904168,2037859,887686,313189,-249087,51927,5514,-1
7745,10294092,2266629,1044374,326036,-258860,55894,5671,-1
8016,10688904,2352681,1064426,338780,-268474,58373,5825,-1
8328,11057944,2696821,1283962,350524,-277548,64514,5993,-1
8606,11401152,2906551,1474452,362117,-286191,66755,6153,-1
8892,11784820,3116800,1669539,375105,-295040,69425,6307,-1
9163,12086248,3287398,1833214,384836,-302123,71534,6461,-1
9445,12494376,3491744,2043197,398259,-311850,73261,6618,-1
9724,12837720,3770707,2215166,409206,-320567,78042,6773,-1
10001,13216880,3949238,2417531,422014,-329531,79194,6936,-1
10288,13604864,4115404,2459775,434110,-339126,83948,7089,-1
10557,13942100,4158278,2530946,445118,-347306,84198,7245,-1
10842,14340528,4261289,2455117,458173,-357133,90116,7399,-1
11119,14710444,4250202,2412059,469379,-366100,91156,7560,-1
11400,15135412,4326098,2369283,482695,-376024,94978,7714,-1
11685,15497152,4244270,2217956,494725,-384896,96373,7869,-1
11958,15950856,4141637,2054538,509239,-395516,97846,8022,-1
12240,16058040,3984119,1533211,512194,-396711,106679,8179,-1
12518,16037468,3359582,1220055,515913,-390018,95597,8342,-1
12801,16027808,3494809,644505,515287,-388551,114329,8497,-1
13084,16238320,3216564,-233026,522424,-392403,127586,8650,0
13361,17075544,1580269,2177527,554449,-411943,14953,8803,0
13641,17088384,1855616,2386830,554051,-411249,19220,8956,0
13921,17049836,1948146,2563596,551395,-409777,18202,9112,0
14201,17093096,1740115,2332708,553006,-410812,16779,9267,0
14453,17068392,1725631,2353468,552206,-410554,15962,9419,0
14739,17050480,1789717,2411896,551409,-409653,16928,9573,0
15041,17045264,1742405,2364339,551184,-409489,16408,9735,0
15324,17041536,1717004,2346587,550629,-409039,16223,9890,0
15571,17037340,1744386,2366059,549847,-408680,16529,10045,0
15856,17029408,1719014,2348094,549669,-408349,16033,10201,0
16154,17023804,1717979,2347885,549446,-408015,16129,10357,0
16423,17021784,1722727,2362795,548996,-407909,15913,10511,0
16719,17012980,1706802,2345079,548709,-407431,16079,10669,0
16988,17012904,1699118,2325979,548308,-407375,16060,10830,0
17513,17013968,1705064,2338444,548085,-407141,15669,11134,0
16951,17013940,1705590,2334540,547293,-406624,15777,11286,0
16950,17009952,1708605,2340998,547031,-406425,15904,11439,0
16950,17013460,1710993,2347293,546727,-406298,15754,11593,0
16950,17005408,1695133,2321715,546470,-406084,15859,11749,0
16950,17002280,1706302,2343865,546232,-405700,15782,11906,0
16949,17005096,1705196,2339072,546019,-405635,15907,12060,0
16949,16995024,1691860,2336952,545652,-405378,15666,12220,0
16949,17011880,1682411,2323865,545655,-405486,15998,12374,0
16949,17000076,1693135,2340916,545386,-405313,15556,12529,0
16949,16995296,1708042,2360601,545406,-404946,15831,12684,0
16949,17003328,1684980,2323093,544772,-404690,15644,12839,0
16949,16999996,1695453,2334360,544481,-404548,15403,12992,0
16949,17001912,1686956,2321979,544167,-404410,15596,13145,0
16949,16992688,1689195,2331358,544253,-404288,15751,13307,0
16949,16996816,1681545,2333685,543770,-403797,15501,13461,0
16949,17001108,1685735,2327352,543584,-404032,15734,13617,0
16949,16994728,1692888,2337936,543280,-403630,15791,13771,0
16949,16995724,1693550,2321762,543205,-403773,15677,13924,0
16949,16992900,1701878,2345575,542792,-403614,15863,14078,0
16949,16997076,1679368,2322710,542758,-403573,15609,14232,0
16949,16998104,1685325,2324480,542573,-403265,15656,14386,0
16949,16993948,1698434,2341513,542347,-403267,15568,14542,0
16949,17000768,1680224,2321383,542070,-402738,15470,14696,0
16949,16999468,1691784,2342241,541954,-402978,15895,14856,0
16949,17003352,1673043,2314778,541843,-402655,15447,15010,0
16949,16993172,1691024,2345510,541426,-402738,15650,15164,0
16949,16988956,1687223,2328432,541417,-402602,15545,15322,0
16948,16996448,1681875,2325568,541174,-402561,15338,15481,0
16948,17009448,1675565,2320521,541145,-402519,15248,15634,0
16948,17001788,1691837,2334248,540848,-402322,15494,15788,0
16948,16990448,1694135,2342616,540787,-402242,15751,15941,0
16948,16999232,1672278,2312754,540633,-401921,15593,16096,0
16948,17181184,1879314,2846237,545467,-405978,8712,16251,0
16948,17152860,1614045,2462993,545738,-405731,10289,16411,0
16948,17166356,1636683,2458293,545509,-405780,10793,16565,0
16948,17173180,1604841,2423415,546028,-406032,10728,16720,0
16948,17234456,1671097,2577264,547870,-406823,9156,16876,0
16948,17582524,1653984,2783546,558714,-415067,3659,17031,0
16948,17959536,1433260,2983238,571004,-424095,-8042,17193,0
16948,18085568,1177632,3149988,575850,-427014,-20545,17353,0
16948,17970432,1255968,3449542,572537,-423575,-24904,17507,0
16948,17827808,1393429,3482823,567103,-419739,-21308,17660,0
16948,17659388,1459594,3364632,561810,-415800,-16102,17813,0
16948,17313860,1587428,3584640,550354,-407390,-17655,17967,0
16948,16961584,1594373,3647791,538935,-399064,-19314,18122,0
16948,16643528,1581256,3791757,528370,-391213,-23259,18276,0
16948,16257448,1670252,3938066,515423,-381599,-24678,18431,0
16948,15926140,1647067,3978533,504820,-373892,-26751,18586,0
16861,15566736,1583981,3861491,492582,-365109,-26217,18739,0
16861,15259904,1529516,3785095,482348,-358009,-26345,18894,0
16861,14900568,1546909,3817214,470326,-349056,-27370,19049,0
16861,14567992,1496518,3737732,459174,-340779,-27327,19201,0
16822,14165432,1373582,3631199,445629,-331002,-29241,19360,0
16673,13826148,1238150,3492405,434263,-322471,-30983,19515,0
16507,13363240,1021514,3292504,418146,-310606,-33176,19673,0
16291,12919636,1093506,3509587,404494,-300391,-36694,19839,0
16069,12443516,958323,3342761,388090,-288536,-37563,19993,0
15850,12091040,709851,3100501,375922,-279665,-40655,20146,0
15627,11680136,517236,2878604,362431,-269510,-42120,20301,0
15405,11229216,233324,2582823,347472,-258269,-44460,20454,0
15159,10811112,11714,2278225,333056,-247533,-44611,20610,0
14929,10343376,-293951,1862350,317501,-236165,-45201,20767,0
14720,9929656,-560234,1589426,303228,-225695,-47461,20920,0
14511,9467080,-817778,1210400,287718,-214435,-47183,21074,0
14292,8994256,-1041084,895172,271612,-203639,-47311,21229,0
14067,8544628,-1278978,545123,256562,-192545,-47353,21384,0
13814,8051096,-1006984,709913,238879,-181524,-43001,21536,0
13562,7570316,-851441,796588,222951,-170984,-40847,21692,0
13282,7059112,-643271,1017769,205855,-158269,-39823,21855,0
13009,6483040,-495201,1201058,187089,-144659,-40112,22009,0
12711,5947376,-450970,1172860,169659,-131854,-38728,22166,1
12445,5410348,-501945,1094910,151969,-118992,-38786,22322,1
12175,4897816,-513398,1135484,134438,-106418,-41196,22482,1
11863,4437452,-540288,1129259,120110,-95193,-42118,22637,1
11581,4025892,-41044,1145668,106075,-86469,-27360,22794,1
11267,3423784,316331,1263706,84400,-74216,-21392,22958,1
10950,2914736,64756,808507,67636,-61236,-17533,23124,1
10637,2480576,258,608851,53176,-49863,-14938,23284,1
10352,2061962,-154877,262828,39771,-38662,-10650,23439,1
10070,1651104,-196467,141684,27118,-27528,-9255,23594,1
9757,1234336,-117562,21676,14037,-16225,-3892,23749,1
9474,897396,-80176,-18136,3680,-7124,-2126,23903,1
9194,586400,-48068,-33764,-5176,1398,-480,24056,1
8911,478212,-33281,-49035,-8247,4232,-151,24210,1
8631,488394,-30192,-48759,-8162,4289,13,24364,1
8294,493136,-38537,-43852,-8348,4495,21,24521,1
7990,492312,-29290,-50725,-8158,4378,154,24672,1
7657,483872,-31352,-48455,-8320,4162,-188,24832,1
7355,489236,-31173,-37799,-8048,4481,192,24989,1
7054,491284,-26339,-47637,-8259,3980,-122,25145,1
6716,490348,-32764,-46126,-7905,4111,-128,25300,1
6413,495316,-26168,-53660,-7966,3849,-20,25453,1
6078,490208,-18339,-45886,-8138,4036,52,25608,1
