encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-13310,-1145,-7060,247,-32,162,151,0
0,-4166,-343,-11306,222,45,-30,300,0
0,-13212,3355,-16641,339,-392,43,452,0
1,-7236,3441,-2882,467,-100,272,607,0
45,-21432,211,-12335,446,-138,215,765,0
174,-12368,11207,-4060,602,-553,216,929,0
300,-20784,6814,-271,750,-80,236,1080,0
448,-23908,5530,-9267,551,-402,295,1229,0
610,-17372,2961,-10239,740,-474,278,1379,0
781,-30074,1252,-7299,942,-554,23,1540,0
951,-21208,7127,-770,918,-393,96,1693,0
1148,-24760,6066,-12139,1000,-574,352,1845,0
1362,-28052,9250,-5942,1182,-552,87,2004,0
1553,-35068,10624,-9593,1250,-766,-67,2161,0
1771,-27564,4326,4190,1450,-674,-13,2316,0
1980,-44208,6190,-6706,1364,-635,44,2479,0
2174,-39228,-4595,-14871,1491,-803,-63,2630,0
2366,-38060,7432,-668,1604,-747,83,2785,0
2579,-48250,1318,-14199,1635,-1062,148,2935,0
2828,-45800,5822,-7869,1710,-972,117,3130,0
3017,166336,77939,34883,8526,-7171,1449,3281,0
3223,502302,168653,77910,18607,-16480,3233,3431,0
3430,835716,311113,162383,28018,-25441,4794,3585,0
3649,1212492,425299,181231,40108,-36270,8272,3736,0
3845,1508372,447923,155226,48809,-44410,9812,3889,0
4035,1805092,548939,189080,57787,-52456,12465,4045,0
4232,2104948,679557,263501,67120,-60769,14830,4200,0
4412,2353116,694804,202610,74912,-67874,16406,4351,0
4608,2673860,629318,19358,84927,-76495,20277,4506,0
4804,3006828,688394,-40720,94577,-85519,24127,4667,0
4987,3319788,864573,85472,104048,-93674,26242,4818,0
5161,3610256,1005087,144218,113263,-101646,29194,4968,0
5370,3877208,964796,57922,121601,-109341,30231,5127,0
5561,4210948,966702,-96499,131787,-118020,35113,5277,0
5742,4591944,839503,-432122,142992,-128064,40351,5429,0
5930,4929168,793276,-630474,153139,-136933,44804,5579,0
6121,5263888,1001163,-505388,163702,-145290,48277,5729,0
6333,5578364,902507,-704613,173458,-153524,51321,5881,0
6525,5837972,1071543,-484062,181790,-160332,50375,6032,0
6718,6174340,868703,-825994,192578,-168470,53668,6188,0
6931,6432432,868185,-837263,200844,-174743,54276,6339,0
7121,6753060,851008,-875941,210932,-182855,55078,6490,0
7301,7003632,873148,-810820,219547,-188842,54445,6642,0
7496,7243884,1013142,-721865,227741,-195201,56989,6801,0
7679,7558016,1234038,-636655,236901,-203001,61287,6951,0
7860,7816148,1392766,-498225,244946,-209932,62721,7103,0
8038,8053588,1614781,-316439,252458,-216079,65768,7253,0
8219,8323784,1846405,-145932,261537,-223406,68204,7404,0
8418,8581380,1953255,7238,269332,-229879,68060,7560,0
8908,9326020,2442589,419588,293096,-249964,72627,7967,0
9100,9636800,2671526,596260,302305,-258505,75147,8130,0
9298,9936524,2848836,772751,311975,-266508,76364,8290,0
9495,10200276,2999146,902896,320012,-273252,77548,8449,0
9694,10513692,3213035,1056756,330087,-281870,80983,8624,0
9891,10801588,3303776,1130041,338924,-289422,82072,8783,0
10085,11080292,3528030,1303187,347749,-297191,84754,8942,-1
10284,11372460,3689271,1437291,356602,-304771,85872,9104,-1
10507,11630712,3892425,1616742,364969,-311512,87956,9270,-1
10730,11948720,4099899,1825458,375244,-319852,89569,9437,-1
10935,12205496,4257152,1996491,383275,-326727,89636,9595,-1
11136,12507068,4524372,2223342,393022,-335001,92339,9752,-1
11361,12764892,4663091,2380827,401156,-341896,92853,9916,-1
11562,13044680,4910234,2586589,409288,-349052,94980,10080,-1
11771,13396656,5060442,2715701,420373,-358211,96698,10238,-1
11988,13666280,5106264,2744335,429019,-365509,97985,10395,-1
12182,14035300,5190008,2709124,440251,-375128,101285,10550,-1
12380,14337660,5104485,2604154,449617,-382671,102062,10707,-1
12572,14532504,5489501,2974479,455903,-387940,103941,10863,-1
12790,14931588,5402329,2833042,467899,-397712,106490,11021,-1
13005,15227236,5352919,2700227,477515,-405622,108224,11176,-1
13198,15198388,5651743,2722090,476472,-404711,117396,11333,-1
13396,15248552,5752789,2755872,478548,-405865,119601,11493,-1
13608,15360644,5741357,2515400,481769,-408080,126265,11649,-1
13790,15539300,5485532,2272582,487707,-412182,125409,11809,-1
13791,15635088,5333776,2180526,490212,-414089,122957,11968,-1
13791,15685532,5242268,2117470,491645,-415376,121453,12132,-1
13791,15781628,5110629,2256337,494807,-417673,114246,12287,-1
13692,15994072,4762621,2493436,502078,-422882,96900,12454,-1
13505,16310668,4221582,2526929,512358,-430625,79893,12621,-1
13278,16580884,3602633,2653684,521054,-436809,56983,12779,-1
13032,16668180,3334003,3362363,524573,-438340,29888,12934,-1
12768,16597388,3281502,3832331,523364,-436743,15924,13090,-1
12452,16422804,3295966,3757363,517407,-431406,18875,13247,-1
12170,16127740,3157292,3605654,508333,-423853,18152,13404,-1
11859,15838932,3029526,3370149,498983,-416277,20120,13560,-1
11590,15411304,2939654,3315465,485378,-404936,18865,13716,-1
11323,14944260,3002732,3480769,470657,-392770,15738,13869,-1
11050,14388688,2922664,3512919,453355,-378238,12401,14025,-1
10752,13990620,2724714,3305490,440393,-367670,11400,14184,-1
10452,13547592,2476582,3036973,427185,-356244,10271,14338,-1
10184,13151356,2273596,2850195,413683,-345466,8136,14500,-1
9885,12703632,2178201,2759589,399992,-333567,7111,14660,0
9618,12277596,2214608,2922761,386598,-322493,3612,14815,0
9348,11886604,2040213,2744081,373799,-311792,2750,14969,0
9079,11444900,1815777,2493479,360334,-300270,1902,15123,0
8781,11026960,1572784,2220224,346785,-288976,1111,15280,0
8332,10392268,1154281,1730405,326225,-271877,71,15528,0
8034,10010308,908215,1443722,313718,-261305,-230,15686,0
7767,9611312,684075,1161326,301387,-250850,13,15850,0
7467,9123432,345791,723330,285887,-238014,-43,16011,0
7196,8686268,77718,428570,271669,-225967,-912,16170,0
6884,8198380,-176654,66235,255944,-212995,363,16333,0
6598,7681148,-386974,-177479,240075,-199624,-247,16484,0
6285,7222492,-446978,-282507,225305,-187430,413,16640,0
5993,6697460,-425050,-295278,209034,-173321,950,16797,0
5691,6085340,-298765,-27878,189949,-157612,-2296,16952,0
