Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10680741, -4298901, -30641304, 62999, 198892, -205449,0, 
0x00000000, -10685941, -4300321, -30638920, 62845, 199002, -205609,161, 
0x00000000, -10690808, -4300423, -30629144, 62932, 198931, -205408,321, 
0x00000000, -10686364, -4300114, -30633324, 62835, 198902, -205368,480, 
0x00000000, -10683710, -4299826, -30641188, 62958, 198731, -205197,639, 
0x00000000, -10682426, -4299248, -30636188, 62884, 198699, -205267,816, 
0x00000000, -10688749, -4295874, -30637912, 62947, 198943, -205424,988, 
0x00000000, -10681816, -4298617, -30639726, 63134, 198845, -205588,1147, 
0x00000000, -10686750, -4304506, -30629700, 63113, 198706, -205274,1329, 
0x00000000, -10692530, -4307744, -30640028, 62851, 198733, -205603,1488, 
0x00000000, -10681593, -4288998, -30625528, 63308, 198997, -205046,1644, 
0x00000000, -10689063, -4303193, -30626826, 62966, 198690, -205371,1805, 
0x00000000, -10688934, -4294516, -30640440, 63348, 198730, -205456,1962, 
0x00000000, -10688390, -4301245, -30629688, 63206, 198891, -205308,2121, 
0x00000000, -10685935, -4298951, -30621096, 63177, 198803, -205492,2282, 
0x00000000, -10689168, -4299751, -30636454, 63032, 199038, -205503,2448, 
0x00000000, -10687682, -4307418, -30629230, 63105, 199035, -205524,2612, 
0x00000000, -10688780, -4295222, -30632640, 63005, 198971, -205258,2774, 
0x00000000, -10682972, -4297401, -30625456, 62990, 198921, -205488,2944, 
0x00000000, -10681593, -4302349, -30629968, 63142, 199021, -205338,3105, 
0x00000000, -10687455, -4298070, -30624984, 62955, 198976, -205451,3262, 
0x00000000, -10682175, -4304308, -30625930, 62994, 198827, -205318,3418, 
0x00000000, -10680432, -4296211, -30632240, 63028, 199014, -205468,3578, 
0x00000000, -10687775, -4297990, -30631332, 62849, 199102, -205547,3734, 
0x00000000, -10684363, -4294816, -30625128, 63024, 199098, -205537,3892, 
0x00000000, -10678562, -4304382, -30625448, 63060, 198742, -205402,4058, 
0x00000000, -10685701, -4299186, -30625732, 63261, 199001, -205557,4215, 
