encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,4712,-3302,-5946,-159,1,-195,150,0
0,-3980,3099,-3275,-104,297,-247,301,0
0,8334,6006,5857,-11,264,-15,455,0
0,-2370,4374,-2003,220,43,-40,607,0
0,-5150,1198,-129,19,24,-29,759,0
0,1900,199,-9478,162,330,-63,915,0
0,-3974,-2920,202,129,193,-141,1089,0
0,-4876,4257,4906,175,100,178,1240,0
0,-9532,312,-6708,138,259,-297,1393,0
0,-5980,6159,-4134,447,63,113,1544,0
2,-15734,-3840,-3536,335,460,-179,1697,0
84,-17584,-5774,3115,318,380,-314,1848,0
227,-10184,2569,4148,204,209,-12,2006,0
384,-12300,-970,-4375,332,397,-147,2161,0
539,-9980,3941,1643,375,243,-6,2314,0
695,-13118,2102,-3673,88,248,49,2469,0
863,-11040,1266,12908,387,285,74,2618,0
1023,-508,-2206,1683,190,202,-56,2775,0
1176,-10620,-2136,244,69,412,300,2934,0
1334,-10954,-2849,4707,285,245,285,3085,0
1504,-6676,3233,10279,122,245,-172,3236,0
1657,-12720,7478,850,183,112,-131,3387,0
1812,-5630,7528,2447,165,351,-137,3539,0
1968,-7648,-7242,7924,97,343,-160,3691,0
2140,-5352,1111,1160,66,389,-196,3842,0
2295,5116,1834,1820,-118,302,-93,3996,0
2465,2304,4284,8925,48,235,-84,4148,0
2617,272,1467,10053,76,64,157,4299,0
2774,632,4965,6035,93,412,34,4460,0
2950,1800,3553,3944,98,313,74,4613,0
3105,4352,1172,-487,-17,310,-250,4770,0
3261,4384,9074,2629,-4,289,85,4919,0
3436,7828,4701,1270,-400,383,-200,5074,0
3589,19858,-874,16754,31,403,-40,5226,0
3744,8658,-1475,3937,-51,470,-217,5381,0
3915,19100,7334,5928,36,211,-154,5536,0
4069,15804,5782,-5665,-225,35,-5,5693,0
4243,21902,4111,2604,-280,416,-2,5845,0
4407,10008,6681,6870,-206,103,5,5997,0
4561,136776,14124,-4238,-739,-490,-142,6150,0
4735,263762,19221,-4383,-1037,-1614,-172,6310,0
4891,405100,30636,1791,-1486,-2656,-353,6462,0
5060,517810,42504,-19108,-1854,-3205,-34,6617,0
5213,644588,72912,-35853,-2330,-3959,-287,6768,0
5382,733014,52024,-2816,-2665,-4204,-521,6919,0
