encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,1106,7230,1969,52,-174,-11,510,0
0,13374,8245,2265,-2,-242,6,652,0
0,554,663,2235,-91,-181,340,798,0
38,-2070,-1295,-2946,-329,0,201,966,0
155,-1066,11560,3157,-48,-217,-18,1115,0
271,11238,5066,1889,-297,-206,-36,1257,0
403,9698,8000,-4574,-218,-56,-202,1397,0
563,12440,7409,8478,-78,-254,26,1540,0
743,7598,9884,6536,-13,-234,141,1681,0
924,6806,4309,4222,-118,-78,-199,1821,0
1136,7278,-199,5733,-128,-122,32,1962,0
1362,6792,1826,-885,-341,-225,-33,2104,0
1573,11078,866,3817,-127,18,75,2243,0
1790,3554,10433,1861,-203,-227,-87,2384,0
2019,13462,2264,-5027,-83,-189,-34,2523,0
2233,13294,8316,1222,-171,-101,77,2664,0
2451,9122,926,2256,-365,-118,19,2805,0
2687,2272,3423,5335,-137,-133,92,2950,0
2951,7318,10745,-5823,-209,-454,-1,3109,0
3179,11042,4221,-2357,-294,-207,79,3255,0
3393,5268,2717,-5965,-407,-229,-51,3394,0
3628,330,2014,-5317,-178,-325,147,3545,0
3869,16178,7892,5008,-125,-21,73,3687,0
4060,10436,9816,-4424,-254,-78,-126,3826,0
4257,10794,5048,-5288,-130,-200,161,3971,0
4427,6930,10152,5668,-48,-514,-132,4112,0
4609,7942,-1358,-2270,-247,-129,12,4256,0
4788,57954,7807,11396,-9,-99,26,4397,0
4953,123702,16587,-1359,173,425,151,4545,0
5131,196638,16689,-1363,412,961,252,4687,0
5295,254638,23749,-11,466,1100,126,4829,0
5467,306358,24650,4503,700,1567,69,4977,0
5610,355824,27278,2070,781,2048,152,5118,0
5753,431504,24836,12698,1147,2438,137,5260,0
5907,474362,21518,15980,731,2616,365,5403,0
6063,505790,23144,16728,1011,3024,315,5555,0
6217,569912,28613,21550,1086,3283,297,5696,0
6364,621434,41321,41931,830,3804,329,5837,0
6515,510042,1049,-7576,78,2958,-133,5977,0
6681,590930,12644,15022,113,3621,248,6125,0
6835,634250,17107,19824,205,4001,210,6265,0
7003,708952,18259,18444,12,4419,224,6411,0
7171,760158,22613,32783,35,4915,362,6556,0
7339,813170,34353,37686,143,5292,263,6699,0
7478,860850,40917,39764,92,5672,558,6843,0
7602,878876,24951,39045,-100,5781,425,6983,0
7723,910884,15032,31122,672,5553,369,7124,0
7835,964032,26301,29196,493,6217,532,7264,0
7959,972874,28580,35881,826,5954,573,7406,0
8077,1007894,34441,37168,981,6167,351,7553,0
8189,1040494,42099,31144,1030,6283,383,7694,0
8302,1071446,47063,18872,1533,6433,352,7833,0
8422,1113394,47732,17011,1579,6675,309,7975,0
8546,1138454,58675,16972,1866,6626,322,8115,0
8660,1174506,59488,27871,2312,6762,196,8257,0
8779,1189380,43473,34137,2454,7053,619,8398,0
8913,1226970,51623,34780,2533,7103,424,8541,0
9036,1275102,61734,27520,2689,7458,337,8684,0
9169,1308566,63023,20601,2524,7808,493,8827,0
9303,1356878,55741,21299,2795,7918,153,8967,0
9435,1389810,53726,19499,3169,8285,314,9116,0
9560,1418870,51007,20175,2695,8368,533,9257,0
9685,1464274,61624,32400,2899,8680,518,9400,0
9830,1506054,60392,30958,2757,8835,185,9543,0
9966,1547378,78107,25159,2748,8945,402,9684,0
10102,1578810,76590,32030,3306,9556,843,9825,0
10243,1614514,69997,38816,3078,9782,486,9966,0
10384,1663738,77617,48009,3340,9863,818,10112,0
10539,1724622,79949,38491,3000,10479,787,10255,0
10685,1742262,96204,38123,2468,11016,510,10399,0
10833,1779898,84884,25393,2172,11664,918,10545,0
10981,1832844,102450,35772,2468,11928,700,10687,0
11127,1872636,107065,32200,2517,12208,514,10827,0
11275,1909814,115813,30353,2622,12816,764,10969,0
11423,1955198,116192,28200,2550,13103,631,11112,0
11572,1998328,122501,17135,2671,13434,283,11254,0
11898,2061290,136403,18616,2935,13603,443,11537,0
12057,2159282,145192,32116,3138,14603,666,11677,0
12216,2200322,149348,7440,3151,14751,598,11817,0
12375,2253746,133255,-28434,3233,15127,155,11958,0
12534,2269010,142322,-21243,3175,15619,335,12105,0
12692,2287562,129148,-84343,3404,15874,-321,12250,0
12871,2300298,120972,-103286,3188,16269,-385,12395,0
13033,2294366,108619,-95877,3828,16373,-417,12537,0
13207,2287018,105887,-112642,3987,16675,-666,12680,0
13376,2262794,86772,-121504,3887,16534,-909,12820,0
13568,2245974,113683,-100485,3861,16459,-595,12966,0
13793,2191846,128949,-36030,3901,16330,198,13167,0
13959,2159686,71726,-126421,3772,16217,-752,13309,0
14115,2133494,111790,-106667,4180,16329,-527,13449,0
14274,2104670,104229,-100960,4401,16486,-426,13592,0
14431,2098224,83900,-102966,4394,16462,-342,13733,0
14610,2072074,113038,-103700,4607,16321,-435,13875,0
14769,2143276,134924,-89472,5022,17292,-201,14025,0
14943,2120810,103167,-92475,5728,17208,-464,14166,0
15097,2128774,91935,-96899,5605,17749,-198,14310,0
15239,2137766,107355,-117415,5715,17463,-748,14453,0
15372,2153536,115235,-115066,5824,17881,-309,14596,0
15427,2149586,119598,-110576,5566,18020,-601,14738,0
15446,2163930,111692,-100194,5528,17932,-438,14883,0
15446,2122842,100006,-118405,5669,17541,-815,15025,0
15529,2152614,103071,-104563,5960,17726,-529,15174,0
15533,2151366,113706,-111454,5635,17588,-528,15315,0
15534,2107088,144473,-99741,5621,17294,-507,15456,0
15678,2114958,116111,-76949,6020,17655,-224,15599,0
15729,2128112,107098,-83610,6070,17892,-244,15745,0
15729,2143778,108648,-84985,6060,17829,-201,15886,0
15730,2145740,103439,-80226,6073,18005,-370,16029,0
15730,2147818,101418,-81958,5854,17769,-30,16170,0
15730,2158250,94319,-63398,6002,17804,-138,16311,0
15730,2152110,100377,-78819,5843,18096,-185,16454,0
15730,2158652,107828,-82670,5972,17957,-139,16595,0
15730,2175338,113984,-86420,5888,17975,-279,16742,0
15730,2154622,113681,-74186,6096,18178,-26,16883,0
15724,2180866,111305,-52460,5976,18062,-7,17026,0
15699,2212766,84840,10278,6492,18638,548,17168,0
15637,2239882,82819,35670,6227,19214,1024,17312,0
15561,2265162,88752,61152,6262,19164,1361,17455,0
15472,2296450,13904,63387,6606,19456,1156,17597,0
15387,2283494,17581,35303,6164,19083,760,17745,0
15291,2317998,38019,79420,6088,19033,1024,17888,0
15207,2323926,-53,95708,5962,18944,1171,18030,0
