Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10577628, -4019302, -31722536, 60422, 203664, -172766,0, 
0x00000000, -10576406, -4021345, -31730106, 60409, 203403, -172662,144, 
0x00000000, -10581223, -4015270, -31723224, 60333, 203377, -172932,282, 
0x00000000, -10583963, -4017485, -31730636, 60645, 203357, -172942,422, 
0x00000000, -10580817, -4014401, -31725556, 60437, 203470, -173074,561, 
0x00000000, -10581756, -4019973, -31731560, 60345, 203572, -172992,702, 
0x00000000, -10581300, -4016872, -31728044, 60446, 203637, -173030,841, 
0x00000000, -10577621, -4017143, -31725540, 60476, 203318, -173039,981, 
0x00000000, -10583424, -4016174, -31728234, 60453, 203591, -173182,1123, 
0x00000000, -10584077, -4023895, -31719718, 60230, 203437, -172921,1262, 
0x00000000, -10584865, -4018010, -31724580, 60360, 203526, -172853,1403, 
0x00000000, -10584213, -4019393, -31731996, 60252, 203514, -173060,1553, 
0x00000000, -10578829, -4012969, -31735196, 60135, 203438, -173046,1694, 
0x00000000, -10578049, -4017136, -31726592, 60323, 203206, -173158,1834, 
0x00000000, -10582774, -4022486, -31725224, 60179, 203471, -173120,1977, 
0x00000000, -10581112, -4020868, -31729138, 60315, 203296, -173101,2115, 
0x00000000, -10572120, -4017236, -31721978, 60063, 203258, -173213,2260, 
0x00000000, -10579529, -4015467, -31711128, 60216, 203470, -173061,2401, 
0x00000000, -10587880, -4010706, -31718360, 60078, 203384, -172992,2543, 
0x00000000, -10581385, -4013385, -31717924, 60010, 203262, -172830,2687, 
0x00000000, -10581249, -4009079, -31713400, 60255, 203369, -173002,2827, 
0x00000000, -10583177, -4011289, -31709080, 60373, 203360, -173044,2967, 
0x00000000, -10584961, -4015852, -31712188, 60224, 203431, -173033,3109, 
0x00000000, -10578099, -4010890, -31715642, 60189, 203516, -172660,3249, 
0x00000000, -10586044, -4020196, -31708388, 60277, 203407, -173082,3389, 
0x00000000, -10584047, -4024018, -31716656, 60192, 203452, -172937,3535, 
0x00000000, -10586849, -4011410, -31721720, 60140, 203429, -173043,3688, 
0x00000000, -10581689, -4020787, -31714422, 60429, 203165, -172923,3829, 
