Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10587364, -4005392, -31649192, 61156, 203597, -173235,0, 
0x00000000, -10588192, -4008892, -31652444, 61344, 203181, -173388,141, 
0x00000000, -10594248, -4007628, -31653584, 61223, 203599, -173642,280, 
0x00000000, -10588041, -4009093, -31648940, 61189, 203569, -173377,420, 
0x00000000, -10595330, -4013003, -31654860, 61252, 203493, -173117,560, 
0x00000000, -10585717, -4012522, -31655692, 60982, 203451, -173553,704, 
0x00000000, -10586240, -4010820, -31650472, 61280, 203532, -173522,843, 
0x00000000, -10595670, -4007614, -31658356, 61062, 203675, -173483,982, 
0x00000000, -10593087, -4015471, -31648516, 61091, 203524, -173575,1123, 
0x00000000, -10589103, -4015667, -31643010, 61006, 203504, -173461,1263, 
0x00000000, -10591515, -4015055, -31646844, 61220, 203628, -173484,1403, 
0x00000000, -10586870, -4014117, -31647164, 61080, 203543, -173537,1546, 
0x00000000, -10588587, -4018665, -31652804, 61324, 203735, -173642,1686, 
0x00000000, -10591873, -4013584, -31652128, 61301, 203660, -173481,1831, 
0x00000000, -10586631, -4018516, -31652406, 61000, 203447, -173544,1972, 
0x00000000, -10585326, -4008577, -31646456, 61201, 203646, -173321,2110, 
0x00000000, -10593190, -4012436, -31644572, 61441, 203496, -173672,2249, 
0x00000000, -10595244, -4009669, -31648124, 61419, 203786, -173152,2388, 
0x00000000, -10594665, -4018640, -31648904, 61304, 203757, -173595,2530, 
0x00000000, -10596014, -4014818, -31640016, 61243, 203784, -173266,2670, 
0x00000000, -10595213, -4014532, -31645074, 61352, 203558, -173436,2810, 
0x00000000, -10583589, -4020732, -31641170, 61301, 203876, -173403,2955, 
0x00000000, -10587029, -4018789, -31646840, 61531, 203587, -173381,3093, 
0x00000000, -10595383, -4011807, -31647140, 61438, 203661, -173280,3237, 
0x00000000, -10589918, -4004255, -31641308, 61553, 203502, -173412,3384, 
0x00000000, -10594818, -4018090, -31652528, 61382, 203430, -173466,3531, 
0x00000000, -10590383, -4014248, -31641028, 61440, 203549, -173225,3673, 
0x00000000, -10592614, -4008958, -31652852, 61663, 203678, -173235,3814, 
0x00000000, -10573728, -4014646, -31749756, 61773, 203976, -173504,3954, 
0x00000000, -10590956, -4011992, -31819504, 61835, 204671, -173275,4093, 
