encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-100,-5276,-1011,187,-89,-4,153,0
0,2480,-8995,6615,18,66,-155,307,0
0,-1026,-1920,2023,-35,-111,-117,462,0
0,2540,-568,-281,155,51,-110,616,0
0,19344,2767,4553,-97,22,265,769,0
0,-3460,1463,3694,253,-98,-81,922,0
0,7946,1677,3716,-29,-202,-24,1073,0
0,12896,4580,-5188,-116,-95,-35,1223,0
0,8588,-2025,-3484,-133,-39,105,1375,0
0,9944,6119,4001,-32,-288,-11,1529,0
0,14084,-8199,1162,-166,124,-9,1683,0
0,6136,-4915,5838,71,-219,-161,1836,0
0,13016,-274,-2326,-81,-189,11,1989,0
0,12172,535,-2201,-71,-86,-119,2143,0
0,6192,-1306,-7125,-274,69,88,2298,0
0,13136,-3527,-8386,-122,108,-120,2456,0
0,11096,3600,-9803,-179,-28,-298,2622,0
29,17218,-771,-4519,-358,-31,32,2783,0
86,18568,-4293,-2449,-226,-268,-160,2936,0
200,8674,-6358,-3142,-287,-143,44,3090,0
354,1970,2821,-5418,-87,-250,-64,3249,0
418,9752,-4330,-3888,-187,66,-63,3399,0
418,-424,-6655,-4921,28,77,218,3550,0
418,14228,-4272,-5419,-107,-124,63,3713,0
389,12868,5215,1412,-102,-32,64,3869,0
234,19976,-6464,2291,-136,155,352,4021,0
52,352,-1017,-10649,-203,-19,1,4173,0
-140,15654,-10273,-1764,-20,-120,-12,4325,0
-416,6804,-2532,-6365,-120,35,67,4477,0
-802,14062,-1855,3312,-285,-161,61,4633,0
-1173,14300,1967,-1923,-35,-100,14,4789,0
-1068,10460,-12969,-9764,-22,64,-32,4941,0
-838,7736,-944,-5254,32,-322,180,5100,0
-594,8402,5205,-2879,-111,-231,127,5254,0
14,5780,-2585,-9716,68,40,-63,5404,0
417,13624,-3950,-4843,-28,-55,-132,5557,0
668,592,87,-2875,-266,-335,121,5714,0
946,15492,-372,-4089,-56,-10,245,5869,0
1209,6156,-5535,-4344,53,-145,250,6021,0
1500,512,-3987,-5596,82,-79,53,6177,0
1788,9446,1628,-2275,112,-34,-57,6336,0
2057,-3032,-7668,-7418,218,-7,56,6487,0
2364,8700,-3411,-7354,71,-96,229,6648,0
2641,-4534,-4504,-3327,-121,-87,0,6803,0
2961,12882,-2156,-8477,99,-44,-8,6958,0
3260,1900,-6137,-9021,77,-91,409,7111,0
3574,5756,-3496,-10319,-371,-111,163,7265,0
4018,13588,-2292,-7667,-27,-361,-92,7419,0
4437,-4256,-5067,-7877,59,-142,332,7572,0
4864,149928,11787,-9151,473,887,221,7730,0
5497,401874,21716,2466,1402,2826,462,7980,0
5885,500832,10924,12792,1525,3735,440,8133,0
6268,526308,25810,24362,1447,4242,461,8285,0
6621,606132,9893,15732,864,4764,441,8441,0
6959,708596,13793,23776,1150,5661,545,8600,0
7262,726760,6277,24990,1211,5912,500,8756,0
7281,742800,-2462,24301,1147,5557,350,8910,0
7281,745084,4504,32965,1395,5828,854,9063,0
7344,799584,21357,21148,956,6193,380,9222,0
7470,805324,21090,18677,1072,6353,816,9384,0
7480,805420,22253,28195,1295,6177,597,9539,0
7480,856246,293,36375,1205,6842,766,9692,0
7411,866844,-9608,54797,794,6814,665,9851,0
7241,878684,10808,24377,190,6822,609,10006,0
6964,844168,-620,18819,400,6287,675,10171,0
6686,789762,-22115,17050,15,6192,513,10330,0
6418,702112,-36246,6466,202,5298,292,10490,0
6152,635528,-45371,-7464,134,4533,38,10647,0
5894,535964,-56052,-7337,121,3810,201,10805,0
5622,429248,-52767,-20507,28,2435,182,10959,0
5375,347284,-24332,1237,36,1849,312,11111,0
5088,304968,-34897,-21656,373,1278,70,11268,0
4827,226226,-1049,-6177,-50,417,264,11421,0
4540,145872,-21772,-17518,-291,97,302,11573,0
4252,89040,5878,-17499,-69,-817,114,11726,0
3973,79092,-5797,-9604,-8,-851,323,11882,0
3635,45606,-6856,-14208,-229,-761,497,12035,0
3317,38674,-9772,-1848,-146,-794,424,12189,0
3005,31212,-4,-12429,-325,-1030,201,12344,0
2662,35600,-5713,-6184,10,-951,200,12504,0
2293,44594,1389,-8064,-152,-983,386,12666,0
1963,43372,32,-9603,-83,-687,425,12819,0
1632,40208,2276,-10466,-136,-1095,317,12972,0
1600,43160,-2814,-11416,-10,-679,528,13128,0
1600,34396,1250,-17931,-57,-760,305,13283,0
1621,31864,-4706,-20074,-301,-827,325,13437,0
1717,24824,-5720,-10866,-113,-649,171,13592,0
2041,19632,-5555,-13921,11,-749,142,13902,0
2197,21160,-408,-7170,235,-726,537,14044,0
2362,24196,-8957,-2690,139,-785,290,14184,0
2508,24310,-5483,-5918,-124,-663,321,14325,0
2684,16006,-5576,-9128,152,-510,544,14467,0
2836,22052,-1595,-13269,1,-652,406,14607,0
3015,24808,-7013,-6558,256,-662,410,14751,0
3190,19820,-1222,-11520,158,-643,407,14898,0
3368,15220,-4073,-8225,138,-519,575,15039,0
3544,22728,-555,-13022,111,-550,296,15188,0
3719,28056,-9390,-10098,97,-441,492,15332,0
3895,26360,-4183,-4879,278,-557,447,15478,0
4072,22268,-5920,-7039,97,-335,397,15619,0
4250,28208,-6950,-12291,52,-379,590,15769,0
4426,19772,-14608,-2633,371,-349,277,15913,0
4584,64072,-322,-11002,115,85,492,16054,0
4779,107062,-378,-8878,223,153,412,16197,0
4938,163528,6108,-20131,437,340,646,16342,0
5115,209662,6527,-7988,758,788,481,16489,0
5309,279300,14397,-14350,931,1408,475,16638,0
5469,350252,17800,-9335,1028,1883,670,16779,0
5658,396968,4346,-5375,1185,2104,310,16924,0
5845,446248,3539,8347,1259,1998,511,17069,0
6038,489116,290,17430,1522,2801,819,17219,0
6096,486616,3779,13353,1515,2767,644,17361,0
6096,502504,8017,18472,1289,2784,668,17506,0
6096,518376,11476,20727,1477,2769,896,17648,0
6096,595316,17765,22883,1673,3387,591,17791,0
6005,564292,4293,22580,1151,3131,406,17936,0
5817,564108,-25792,15429,1137,3422,620,18078,0
5593,545856,-50495,20999,958,3183,431,18221,0
5180,500476,-56304,5221,774,2576,268,18448,0
4933,362214,-48359,-5442,528,1364,255,18590,0
4713,332152,-21204,-26741,417,939,139,18733,0
4441,276744,-19516,-17715,396,562,503,18879,0
4250,214838,-28596,-11533,199,360,411,19023,0
4031,147504,-14665,-3252,-6,-65,624,19167,0
3846,66852,-3981,499,-16,-1024,691,19310,0
3605,52652,-6167,-4082,-79,-684,429,19457,0
3328,47472,-16275,-3747,-268,-840,642,19602,0
3050,52352,-2958,-10859,-372,-1105,428,19745,0
2758,50800,-6095,-11470,-333,-961,442,19890,0
2457,48628,-812,-1611,-208,-1174,342,20033,0
2150,47342,-3377,-6497,-508,-958,296,20175,0
1773,40120,-2428,-8332,-341,-989,592,20319,0
1412,53044,410,-4888,-273,-845,543,20464,0
1058,47032,571,-5227,-364,-1208,754,20608,0
1048,40182,-9133,-8416,-452,-1048,385,20750,0
1048,44554,3902,-16456,-406,-972,807,20892,0
1048,38504,-5401,-9381,-300,-826,637,21040,0
1048,35800,-14135,-6920,-335,-670,619,21182,0
1098,37724,-603,-18248,-326,-752,725,21328,0
1577,41368,-8139,-14744,-412,-808,847,21471,0
1717,43824,-5629,-21841,-570,-706,606,21620,0
1905,40768,-7169,-11609,-356,-771,485,21771,0
1923,33268,-3247,-15578,-572,-859,362,21918,0
1923,31186,-3072,-4237,-157,-762,551,22068,0
1923,32816,-3790,-12261,-321,-792,373,22214,0
1923,46440,451,-11380,-280,-685,724,22361,0
1923,34624,1718,-5579,-315,-861,561,22512,0
1923,26702,960,-14545,-419,-925,445,22768,0
1923,26984,-1084,-17053,-227,-741,640,22916,0
1923,20268,-7272,-11581,-261,-708,416,23059,0
1923,26458,-564,-13026,-306,-675,484,23201,0
1923,26258,-865,-10285,-72,-776,580,23344,0
1923,11086,-4598,-15273,-281,-890,616,23491,0
1923,24844,613,-17189,-484,-903,656,23640,0
1923,20684,-6501,-11747,-261,-676,315,23786,0
1923,15242,-6334,-13069,-79,-903,704,23929,0
1923,17178,287,-14213,-280,-958,477,24072,0
1923,23140,-3430,-6713,-29,-823,763,24214,0
1923,17696,-4810,-13695,-182,-722,535,24357,0
1923,21764,-3236,-11303,-192,-608,421,24500,0
1923,21220,-6589,-14813,-218,-643,337,24644,0
1923,12164,-8291,-11721,-187,-814,606,24786,0
1923,14268,-1954,-13788,-46,-577,755,24932,0
1923,22978,1883,-11973,-202,-762,572,25075,0
