encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,9260,1860,3549,-11,326,-25,143,0
0,8346,12146,1295,44,38,-148,284,0
0,17682,-9355,2903,143,349,-43,488,0
0,14414,11597,-1377,128,10,-51,626,0
0,11226,1184,4651,324,308,-219,767,0
0,3718,-1322,-638,-72,411,-100,916,0
0,12050,-1811,2079,-175,-10,112,1061,0
0,19882,2570,3348,-90,247,-50,1208,0
0,7130,1401,7045,-77,143,-78,1349,0
0,21764,-5652,-248,163,276,-329,1489,0
0,8098,-3742,4392,7,243,190,1629,0
0,18578,-789,4744,-24,17,-277,1776,0
0,3682,-4276,3023,46,225,-125,1916,0
0,11534,900,4691,96,34,45,2057,0
0,12866,4268,2500,82,-25,57,2198,0
0,14286,-3094,6296,-27,93,98,2339,0
0,20486,-5703,11077,183,235,-331,2478,0
0,4084,-914,8298,-5,184,261,2623,0
0,12950,5222,-827,-253,106,-126,2762,0
0,3818,1102,-2363,-50,165,11,2909,0
0,11514,-3378,6634,4,13,-103,3051,0
0,26930,-3794,-2533,-22,183,-129,3192,0
0,10274,-1540,2638,-26,-30,-49,3336,0
0,11542,-2009,-4403,-40,-53,62,3477,0
0,8114,7083,3603,-50,12,-89,3627,0
0,19702,-1357,4510,-124,133,-90,3767,0
0,22342,5431,6706,112,83,268,3906,0
0,7614,2046,3013,157,39,143,4046,0
0,16690,-5838,8323,-75,24,-70,4186,0
0,20656,-6380,2519,-121,121,-86,4328,0
0,26086,-11157,-261,-228,203,-124,4478,0
-8,20374,-2752,-719,-286,181,15,4624,0
-8,22362,-4462,6220,-230,43,-20,4766,0
-8,28038,934,-596,49,48,-369,4906,0
-8,19580,-1993,812,-366,21,145,5047,0
-8,19182,-5718,-1165,-182,-144,-206,5188,0
-8,19530,-346,6721,-28,140,-150,5328,0
-8,26384,-4361,10691,-171,147,54,5469,0
-8,27682,3066,6966,-336,101,296,5609,0
-8,36372,-5503,5154,-32,352,50,5755,0
-8,22602,-4984,2929,-301,-19,-152,5895,0
-8,17146,208,4305,-329,4,-69,6035,0
-8,22690,-1340,8399,-35,-280,-124,6177,0
-8,18134,-12053,6932,9,-108,159,6318,0
-8,21962,-3455,6622,-243,-151,-175,6460,0
-8,13376,-8181,11858,-411,86,22,6601,0
-8,7294,-7689,6642,-129,-122,174,6745,0
-8,28698,-9040,5277,-303,136,-234,6887,0
-8,14826,-6335,10962,-349,27,-42,7033,0
-8,13300,-9103,648,-182,-159,130,7181,0
-4,22234,-5144,5410,-335,-35,-177,7324,0
28,20116,-4944,13911,-254,29,188,7465,0
119,25612,-12947,6805,-175,-56,217,7608,0
239,24962,-9794,12868,-227,-134,150,7749,0
394,19666,-7297,4390,-523,-2,-20,7888,0
560,13850,-9476,4202,-365,144,-39,8030,0
744,16826,-10540,5593,-475,-207,91,8179,0
913,12438,-9347,3866,-571,-104,245,8320,0
1088,10142,-7918,14770,-383,1,44,8461,0
1262,17962,-6897,7568,-285,-273,-30,8602,0
1457,16178,-8001,8017,-231,-235,29,8744,0
1652,16490,-4586,4905,-489,-264,71,8888,0
1835,25642,-6084,4123,-644,-284,-132,9029,0
2027,16358,-2227,10271,-311,-234,128,9175,0
2222,10222,-12909,4765,-512,-263,269,9316,0
2399,3290,-18517,9295,-547,-179,377,9458,0
2576,7586,-9492,3559,-333,17,-33,9600,0
2771,12590,-11148,9906,-601,-190,36,9745,0
2952,7322,-8357,1692,-539,-58,-201,9894,0
