Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10635551, -4187208, -31310902, 63155, 204999, -167312,0, 
0x00000000, -10628321, -4185239, -31312008, 63207, 204825, -167323,510, 
0x00000000, -10627306, -4184943, -31324276, 63153, 204757, -167306,652, 
0x00000000, -10634888, -4184973, -31311456, 63064, 204818, -166972,798, 
0x00000000, -10636846, -4190154, -31308832, 62826, 204999, -167111,966, 
0x00000000, -10623991, -4184051, -31309836, 63107, 204782, -167330,1115, 
0x00000000, -10630485, -4185319, -31322140, 62858, 204793, -167348,1257, 
0x00000000, -10627551, -4191782, -31320600, 62937, 204943, -167514,1397, 
0x00000000, -10628142, -4178730, -31323342, 63077, 204745, -167286,1540, 
0x00000000, -10625667, -4180672, -31318500, 63142, 204765, -167171,1681, 
0x00000000, -10631242, -4182986, -31317708, 63037, 204921, -167511,1821, 
0x00000000, -10635750, -4181475, -31318180, 63027, 204877, -167280,1962, 
0x00000000, -10633725, -4188093, -31317694, 62814, 204774, -167345,2104, 
0x00000000, -10634685, -4183391, -31321980, 63028, 205017, -167237,2243, 
0x00000000, -10625118, -4185347, -31314456, 62952, 204772, -167399,2384, 
0x00000000, -10633287, -4192235, -31324364, 63072, 204810, -167346,2523, 
0x00000000, -10627235, -4185986, -31324196, 62984, 204898, -167235,2664, 
0x00000000, -10634625, -4184952, -31320024, 62790, 204881, -167293,2805, 
0x00000000, -10632128, -4181873, -31313174, 63018, 204866, -167220,2950, 
0x00000000, -10624806, -4193031, -31318220, 62946, 204545, -167313,3109, 
0x00000000, -10631330, -4189565, -31321944, 62861, 204792, -167233,3255, 
0x00000000, -10632834, -4193173, -31316170, 62748, 204770, -167363,3394, 
0x00000000, -10633537, -4192525, -31311232, 62977, 204674, -167165,3545, 
0x00000000, -10627659, -4182200, -31327080, 63030, 204978, -167239,3687, 
0x00000000, -10625735, -4191632, -31321338, 62901, 204921, -167438,3826, 
0x00000000, -10630503, -4192496, -31321696, 63025, 204799, -167151,3971, 
0x00000000, -10625399, -4181540, -31317832, 63107, 204485, -167444,4112, 
0x00000000, -10636909, -4189478, -31318844, 62908, 204870, -167300,4256, 
0x00000000, -10627744, -4175812, -31368856, 63146, 204900, -167286,4397, 
0x00000000, -10618964, -4188567, -31434604, 63328, 205424, -167161,4545, 
0x00000000, -10618862, -4188571, -31507540, 63567, 205960, -167060,4687, 
0x00000000, -10611802, -4187219, -31565540, 63621, 206099, -167186,4829, 
0x00000000, -10610901, -4182705, -31617260, 63855, 206566, -167243,4977, 
0x00000000, -10608273, -4185138, -31666726, 63936, 207047, -167160,5118, 
0x00000000, -10610715, -4174510, -31742406, 64302, 207437, -167175,5260, 
0x00000000, -10614033, -4171228, -31785264, 63886, 207615, -166947,5403, 
0x00000000, -10612407, -4170480, -31816692, 64166, 208023, -166997,5555, 
0x00000000, -10606938, -4165658, -31880814, 64241, 208282, -167015,5696, 
0x00000000, -10594230, -4145277, -31932336, 63985, 208803, -166983,5837, 
0x00000000, -10634502, -4194784, -31820944, 63233, 207957, -167445,5977, 
0x00000000, -10622907, -4172186, -31901832, 63268, 208620, -167064,6125, 
0x00000000, -10618444, -4167384, -31945152, 63360, 209000, -167102,6265, 
0x00000000, -10617292, -4168764, -32019854, 63167, 209418, -167088,6411, 
0x00000000, -10612938, -4154425, -32071060, 63190, 209914, -166950,6556, 
0x00000000, -10601198, -4149522, -32124072, 63298, 210291, -167049,6699, 
0x00000000, -10594634, -4147444, -32171752, 63247, 210671, -166754,6843, 
0x00000000, -10610600, -4148163, -32189778, 63055, 210780, -166887,6983, 
0x00000000, -10620519, -4156086, -32221786, 63827, 210552, -166943,7124, 
0x00000000, -10609250, -4158012, -32274934, 63648, 211216, -166780,7264, 
0x00000000, -10606971, -4151327, -32283776, 63981, 210953, -166739,7406, 
0x00000000, -10601110, -4150040, -32318796, 64136, 211166, -166961,7553, 
0x00000000, -10593452, -4156064, -32351396, 64185, 211282, -166929,7694, 
0x00000000, -10588488, -4168336, -32382348, 64688, 211432, -166960,7833, 
0x00000000, -10587819, -4170197, -32424296, 64734, 211674, -167003,7975, 
0x00000000, -10576876, -4170236, -32449356, 65021, 211625, -166990,8115, 
0x00000000, -10576063, -4159337, -32485408, 65467, 211761, -167116,8257, 
0x00000000, -10592078, -4153071, -32500282, 65609, 212052, -166693,8398, 
0x00000000, -10583928, -4152428, -32537872, 65688, 212102, -166888,8541, 
0x00000000, -10573817, -4159688, -32586004, 65844, 212457, -166975,8684, 
0x00000000, -10572528, -4166607, -32619468, 65679, 212807, -166819,8827, 
0x00000000, -10579810, -4165909, -32667780, 65950, 212917, -167159,8967, 
0x00000000, -10581825, -4167709, -32700712, 66324, 213284, -166998,9116, 
0x00000000, -10584544, -4167033, -32729772, 65850, 213367, -166779,9257, 
0x00000000, -10573927, -4154808, -32775176, 66054, 213679, -166794,9400, 
0x00000000, -10575159, -4156250, -32816956, 65912, 213834, -167127,9543, 
0x00000000, -10557444, -4162049, -32858280, 65903, 213944, -166910,9684, 
0x00000000, -10558961, -4155178, -32889712, 66461, 214555, -166469,9825, 
0x00000000, -10565554, -4148392, -32925416, 66233, 214781, -166826,9966, 
0x00000000, -10557934, -4139199, -32974640, 66495, 214862, -166494,10112, 
0x00000000, -10555602, -4148717, -33035524, 66155, 215478, -166525,10255, 
0x00000000, -10539347, -4149085, -33053164, 65623, 216015, -166802,10399, 
0x00000000, -10550667, -4161815, -33090800, 65327, 216663, -166394,10545, 
0x00000000, -10533101, -4151436, -33143746, 65623, 216927, -166612,10687, 
0x00000000, -10528486, -4155008, -33183538, 65672, 217207, -166798,10827, 
0x00000000, -10519738, -4156855, -33220716, 65777, 217815, -166548,10969, 
0x00000000, -10519359, -4159008, -33266100, 65705, 218102, -166681,11112, 
0x00000000, -10513050, -4170073, -33309230, 65826, 218433, -167029,11254, 
0x00000000, -10499148, -4168592, -33372192, 66090, 218602, -166869,11537, 
0x00000000, -10490359, -4155092, -33470184, 66293, 219602, -166646,11677, 
0x00000000, -10486203, -4179768, -33511224, 66306, 219750, -166714,11817, 
0x00000000, -10502296, -4215642, -33564648, 66388, 220126, -167157,11958, 
0x00000000, -10493229, -4208451, -33579912, 66330, 220618, -166977,12105, 
0x00000000, -10506403, -4271551, -33598464, 66559, 220873, -167633,12250, 
0x00000000, -10514579, -4290494, -33611200, 66343, 221268, -167697,12395, 
0x00000000, -10526932, -4283085, -33605268, 66983, 221372, -167729,12537, 
0x00000000, -10529664, -4299850, -33597920, 67142, 221674, -167978,12680, 
0x00000000, -10548779, -4308712, -33573696, 67042, 221533, -168221,12820, 
0x00000000, -10521868, -4287693, -33556876, 67016, 221458, -167907,12966, 
0x00000000, -10506602, -4223238, -33502748, 67056, 221329, -167114,13167, 
0x00000000, -10563825, -4313629, -33470588, 66927, 221216, -168064,13309, 
