encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,4560,5802,4489,-220,196,-38,157,0
0,984,3246,94,67,382,-126,320,0
0,-4856,4306,2186,-286,3,-12,471,0
0,-3484,8986,-3694,23,172,-128,639,0
0,640,4413,4135,285,-84,190,792,0
-261,-6608,2295,7081,-31,200,64,1936,0
-462,-109832,-52851,-60815,-891,-261,-502,2098,0
-707,-142184,-67981,-37235,-862,-355,-476,2249,0
-913,-181984,-52413,-28972,-770,-742,-279,2404,0
-1129,-229044,-42392,-35618,-837,-1002,-76,2557,0
-1337,-277452,-35938,-41385,-741,-1422,-311,2712,0
-1556,-339416,-44241,-39271,-852,-1646,-231,2862,0
-1794,-398032,-29270,-24210,-765,-2065,-41,3019,0
-2031,-321224,-39998,-29069,-751,-2071,-327,3176,0
-2257,-427028,-28813,-24454,-476,-2148,-326,3328,0
-2532,-487728,-22800,-35183,-740,-2377,-147,3493,0
-2834,-494124,-16983,-30194,-531,-2305,-273,3660,0
-3397,-495108,-16055,-33637,-829,-2424,-103,3911,0
-3744,-492832,-22237,-27270,-620,-2550,-146,4064,0
-4165,-482548,-19480,-27022,-671,-2433,-160,4216,0
-4557,-510776,-21761,-34206,-800,-2418,-62,4369,0
-4963,-500048,-20695,-30134,-495,-2666,-54,4532,0
-5363,-497556,-25691,-24215,-546,-2279,-21,4688,0
-5714,-503968,-17143,-27650,-694,-2300,-203,4842,0
-6096,-499024,-14197,-28865,-515,-2460,30,5007,0
-6440,-490844,-24022,-26719,-686,-2342,-107,5162,0
-6768,-505736,-13365,-34836,-718,-2517,153,5317,0
-7057,-499852,-15687,-39642,-749,-2375,5,5471,0
-7320,-497320,-13052,-27053,-719,-2432,83,5624,0
-7615,-511280,-17510,-25557,-693,-2486,-77,5778,0
-7721,-493444,-14963,-32395,-918,-2569,-20,5935,0
-7721,-508488,-20421,-28600,-567,-2476,-167,6088,0
-7721,-502380,-23255,-33271,-599,-2294,-192,6242,0
-7721,-504700,-13550,-34027,-1033,-2422,-183,6394,0
-7668,-501684,-20740,-24818,-902,-2154,372,6563,0
-7582,-505020,-16497,-26410,-832,-2340,-6,6719,0
-7483,-502844,-20938,-31669,-723,-2174,-126,6871,0
-7377,-510432,-23114,-29588,-626,-2390,44,7023,0
-7254,-504168,-12332,-28096,-799,-2703,-222,7181,0
-7125,-513940,-16577,-38655,-765,-2467,260,7334,0
-6947,-517824,-22660,-30415,-562,-2453,-63,7488,0
-6760,-527136,-13480,-31384,-678,-2506,-213,7648,0
-6511,-512760,-13713,-34621,-894,-2573,18,7899,0
-6367,-519524,-16233,-34206,-751,-2499,-161,8051,0
-6202,-528376,-12068,-31275,-650,-2462,-71,8203,0
-6010,-517304,-9067,-28532,-617,-2588,-46,8357,0
-5827,-521912,-16207,-35953,-604,-2537,109,8513,0
-5630,-532816,-14601,-28114,-555,-2386,-33,8673,0
-5433,-519944,-12735,-34385,-528,-2250,196,8826,0
-5251,-522808,-17131,-30321,-523,-2422,-48,8979,0
-5067,-527156,-19960,-33871,-539,-2385,57,9137,0
-4868,-520436,-19015,-22568,-555,-2310,274,9298,0
-4687,-524428,-20152,-28525,-593,-2325,-219,9452,0
-4384,-519132,-17478,-29195,-669,-2647,-107,9697,0
-4201,-526600,-15430,-24794,-430,-2361,11,9849,0
-4016,-521736,-15264,-32987,-445,-2483,90,10004,0
-3821,-519340,-21909,-29483,-389,-2491,-8,10159,0
-3599,-535912,-18653,-32537,-692,-2614,163,10350,0
-3416,-519456,-13580,-26028,-670,-2598,128,10504,0
-3207,-525888,-23302,-38125,-693,-2459,87,10663,0
-2995,-529888,-22745,-32210,-599,-2680,-46,10819,0
-2783,-531528,-20007,-32705,-547,-2564,6,10977,0
-2569,-525268,-21035,-31655,-652,-2570,-35,11136,0
-2374,-524144,-19977,-34171,-858,-2661,-103,11289,0
-2174,-532472,-25708,-36005,-533,-2464,-58,11446,0
-1980,-520084,-16916,-31210,-832,-2577,84,11603,0
-1767,-527764,-18195,-41821,-677,-2613,-142,11756,0
-1573,-525480,-18463,-28775,-416,-2500,31,11910,0
-1378,-517756,-18573,-31447,-461,-2412,354,12062,0
-1166,-448268,-24992,-22615,-253,-2122,-91,12217,0
-952,-370048,-14116,-41709,-457,-1709,226,12381,0
-738,-291448,7247,-31108,-48,-1239,140,12539,0
-543,-215880,-4926,-33549,-66,-717,-180,12694,0
-347,-145848,7985,-21021,42,-668,274,12848,0
-145,-73748,-11053,-15880,217,182,81,13005,0
84,-34856,6166,-10370,381,326,98,13158,0
286,-11940,-585,-10157,200,759,463,13311,0
511,-34584,-13336,-43268,-421,689,-62,13468,0
750,41568,28931,-24742,-238,1349,401,13638,0
954,130800,-42156,37806,-1045,1538,332,13797,0
1195,65928,9214,-5478,-899,1861,325,13953,0
1422,24400,-22008,-21725,-730,1542,152,14109,0
1430,28952,-24370,-23729,-836,1420,6,14266,0
1430,36272,-6882,-12530,-684,1390,204,14424,0
1426,36616,-11412,-1388,-836,1469,273,14578,0
1325,62784,-6365,361,-781,1717,579,14743,0
1132,118184,17182,-15431,-996,2123,372,14895,0
875,101956,-26381,-5173,-924,1907,284,15050,0
623,82624,-41543,-22292,-1060,1801,209,15205,0
345,19400,-49758,-39369,-932,1336,183,15358,0
94,-47280,-69994,-37104,-934,689,123,15513,0
-169,-111608,-79723,-35256,-994,365,113,15670,0
-423,-191636,-54256,-44818,-892,-187,321,15825,0
-699,-225284,-42238,-44537,-951,-649,270,15979,0
-970,-291288,-48092,-38262,-860,-1388,246,16138,0
-1243,-355740,-46959,-34533,-960,-1604,161,16299,0
-1562,-449352,-24603,-37257,-315,-2176,260,16488,0
-1813,-418288,-43350,-30276,-591,-2083,199,16644,0
-2079,-496776,-27412,-37841,-1061,-2484,47,16802,0
-2312,-530792,-19037,-25773,-826,-2925,380,16958,0
-2570,-523468,-17057,-33545,-694,-2834,210,17117,0
-2806,-532952,-22663,-34108,-737,-2572,59,17270,0
-3038,-533392,-18825,-31205,-846,-2799,373,17424,0
-3295,-537228,-19683,-36049,-792,-2676,291,17582,0
-3550,-541252,-23699,-33811,-694,-2478,501,17736,0
-3794,-543152,-15152,-36024,-786,-2515,434,17896,0
-4012,-538640,-21200,-36398,-946,-2570,174,18051,0
-4271,-537332,-19125,-34785,-739,-2804,180,18216,0
-4478,-539332,-19132,-27702,-534,-2686,302,18378,0
-4564,-541592,-21227,-36364,-710,-2622,358,18533,0
-4517,-532880,-20269,-40251,-770,-2425,259,18686,0
-4358,-546732,-22269,-39798,-735,-2601,144,18842,0
-4151,-537688,-20665,-38251,-718,-2614,463,18996,0
-3787,-545744,-19107,-36799,-749,-2659,499,19159,0
-3472,-547672,-16779,-37208,-839,-2685,117,19312,0
-3135,-548600,-18529,-36580,-695,-2154,256,19467,0
-2835,-549800,-22477,-34550,-681,-2561,228,19620,0
-2512,-542724,-17921,-34017,-744,-2385,420,19779,0
-2189,-554436,-19843,-37107,-764,-2342,276,19935,0
-1892,-543920,-21919,-39272,-841,-2576,364,20094,0
-1566,-564388,-16741,-37689,-618,-2431,300,20251,0
-1246,-553212,-17597,-27131,-657,-2374,235,20414,0
-939,-553008,-19161,-36751,-638,-2442,355,20570,0
-661,-443788,-4673,-35747,-665,-1753,315,20727,0
-402,-375036,-9304,-47622,-214,-1418,175,20884,0
-159,-279972,-4404,-42887,-314,-821,391,21040,0
100,-193516,1247,-32830,-192,-407,415,21196,0
336,-116772,7260,-31246,107,327,599,21351,0
681,-63964,-806,-21180,178,751,549,21567,0
913,-107760,-16012,-63223,-668,720,99,21725,0
1154,-17396,-11809,-39329,-547,1417,468,21880,0
1400,-151720,-65472,-102650,-1066,1009,222,22038,0
1660,-108120,-34839,-50043,-897,861,551,22190,0
1886,-3924,11846,-29841,-698,1819,367,22345,0
2023,7352,-4551,-21754,-1038,2131,650,22503,0
2005,26464,-18818,-9401,-846,1960,589,22658,0
1908,-724,-8522,-2537,-850,1935,342,22812,0
1789,34868,-4884,270,-949,2215,803,22973,0
1668,52688,-46,-15144,-793,2173,857,23130,0
1537,94700,8165,-12038,-1078,2429,729,23285,0
1405,94504,-5467,7402,-614,2509,815,23439,0
1277,83176,-35404,-11919,-934,2401,787,23600,0
1154,42720,-62079,-4244,-809,2122,574,23765,0
1025,24340,-53202,-24592,-707,1987,531,23919,0
888,3636,-76119,-21262,-980,1835,385,24074,0
765,-31200,-65891,-27713,-1210,1457,748,24231,0
624,-64016,-84879,-36110,-902,1314,641,24389,0
480,-97624,-63663,-35330,-901,1144,543,24553,0
322,-147152,-70713,-44722,-941,861,464,24715,0
182,-173832,-42021,-38291,-887,342,525,24875,0
30,-227496,-41940,-44826,-1081,14,476,25031,0
-133,-287144,-56589,-55194,-904,-302,272,25194,0
-301,-284056,-31976,-58384,-750,-657,526,25349,0
-494,-353624,-35247,-36513,-765,-957,319,25506,0
-688,-406340,-25019,-54352,-942,-1370,621,25660,0
-902,-458528,-37760,-37123,-737,-1556,400,25817,0
-1106,-371964,-34248,-48319,-403,-1498,605,25977,0
-1313,-486244,-28810,-37924,-438,-2027,761,26130,0
-1554,-557632,-19610,-35773,-539,-2057,562,26285,0
-1793,-571920,-15087,-37925,-779,-2252,401,26438,0
-2067,-577504,-16199,-42621,-782,-2311,504,26598,0
-2318,-569792,-17350,-39641,-660,-2289,480,26751,0
-2590,-575108,-20889,-30379,-556,-2327,451,26906,0
-2714,-574800,-22577,-40736,-807,-2129,524,27062,0
