encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,8236,-10340,3079,24,27,386,155,0
61,-4576,1919,1669,51,-399,229,307,0
244,552,5058,2538,90,-116,187,555,0
355,-3876,-3084,991,162,-291,19,712,0
476,-19852,-568,7153,39,171,33,866,0
604,-7164,-2443,4181,124,28,87,1044,0
726,-3664,8350,425,159,-196,75,1200,0
847,-20640,-971,4071,113,-293,422,1352,0
971,-9620,-3562,-289,48,9,98,1513,0
1102,-21560,733,1070,116,-87,-54,1673,0
1219,-16088,-4816,7880,33,-206,75,1826,0
1319,-24468,7699,7884,-84,-306,58,1977,0
1424,-16584,-1195,5758,304,-66,38,2128,0
1526,-23424,28,3002,163,156,96,2279,0
1643,-28964,852,-2275,-21,-313,226,2435,0
1759,-41544,-993,1404,-107,-148,176,2592,0
1985,-39164,-449,6209,328,-213,223,2860,0
2105,-48756,5168,4082,107,-32,29,3013,0
2228,-36608,-2288,1142,9,-180,-33,3165,0
2376,-37400,-7,-4148,-48,-143,486,3323,0
2525,-40076,-2858,202,31,-141,321,3473,0
2705,-33232,-357,7231,-86,-27,289,3633,0
2891,-45076,-8918,7352,432,55,237,3790,0
3062,-44620,2459,5509,123,-315,82,3944,0
3294,-61332,-7033,-443,69,77,133,4107,0
3500,-45968,-8191,-488,269,-25,365,4285,0
3710,-57248,3412,6013,563,-203,150,4437,0
3932,-53256,-3412,5973,1,57,284,4602,0
4152,-53820,-304,4282,39,60,357,4754,0
4488,-55864,-1413,3158,347,86,563,4912,0
4771,-61088,1722,5140,382,-216,301,5063,0
5081,-60368,-164,4284,198,-188,149,5227,0
5363,-55032,-936,6882,207,-95,331,5385,0
5672,-62104,3979,6055,392,-305,455,5536,0
5966,-63140,-2322,5278,219,-284,82,5690,0
6292,-59600,-2039,3224,300,-178,202,5844,0
6590,-72156,-470,-2001,49,-203,227,5997,0
6889,-60048,-4883,6617,347,-207,495,6153,0
7211,-68096,-2112,7055,407,-46,307,6312,0
7510,-51072,-1208,7228,435,-166,325,6465,0
7841,-60352,-5150,308,290,23,395,6624,0
8161,-64744,-7086,4154,162,-151,188,6781,0
8483,-72976,-1240,9882,102,-115,376,6935,0
8764,-78248,1818,499,181,-186,186,7089,0
9050,-68716,1904,-552,0,-57,348,7242,0
9338,-65460,-1925,850,403,-137,442,7394,0
9644,-73124,-3341,2817,349,122,470,7546,0
9940,-77956,-1170,-1595,30,-123,238,7703,0
10251,-76352,-4857,-51,216,-80,286,7855,0
10726,-81672,-8528,8285,268,-26,381,8105,0
11033,-70848,-9401,1846,337,-35,254,8259,0
11308,-75740,-6432,4344,148,74,278,8411,0
11588,-82216,-6883,3126,178,-60,628,8564,0
11893,-74900,-10002,3770,285,66,318,8725,0
12198,-71048,597,7635,254,-206,546,8876,0
12502,-73804,-6918,-2564,8,-187,515,9026,0
12780,-78640,-3996,5469,340,-100,520,9181,0
13067,-79324,-1236,1047,140,-401,768,9335,0
13331,-78688,-11706,470,122,-240,456,9489,0
13615,-21732,-5528,-1508,324,257,686,9644,0
13876,83752,8526,11413,578,580,478,9804,0
14163,188492,4348,-3414,830,1245,475,9957,0
14451,279892,11925,4489,940,1877,357,10111,0
14719,367280,10310,10184,1108,2501,638,10264,0
15197,378184,8335,31766,442,2688,580,10525,0
15470,386064,-22172,-16714,199,2931,395,10681,0
15744,438480,-29635,1825,-50,3595,679,10844,0
16031,363724,-37893,-8586,217,2953,474,10999,0
16187,430800,-11184,17991,215,2890,642,11158,0
16187,411724,-5759,6923,50,2961,461,11315,0
16187,418180,-21656,7987,191,3087,454,11476,0
16187,413256,-15188,12566,160,2956,894,11630,0
16187,418696,-10596,7762,83,3062,748,11887,0
16187,420604,-20391,5853,319,2995,518,12040,0
16187,427076,-19011,15312,67,3152,636,12197,0
16187,417640,-20487,15511,5,2829,594,12365,0
16187,416984,-21110,17075,230,2743,918,12521,0
16187,420316,-25211,12507,151,2951,722,12673,0
16187,416616,-19754,10382,180,3177,789,12837,0
16187,419000,-21387,11237,-55,2790,751,12994,0
16187,419688,-19899,10014,-140,2846,636,13149,0
16187,425600,-17176,9079,52,2793,539,13307,0
16187,414804,-33228,15366,334,3225,666,13470,0
16187,423776,-20257,11240,-28,2981,458,13630,0
