encoder,Fz,Fx,Fy,Tx,Ty,Tz,time,turn_count
0,0,0,0,0,0,0,0,0
0,-2398,7116,-6307,-198,49,-155,140,0
0,8182,1486,-1778,-165,89,-370,280,0
0,-12822,506,-3631,-189,21,-297,422,0
0,-12266,7669,1137,-59,334,-157,562,0
0,-6346,3466,-9057,-274,85,-64,703,0
0,-518,3619,-2561,-90,192,145,851,0
0,-9674,10616,-3066,-217,27,-312,1012,0
0,850,4915,-6134,-245,162,-210,1162,0
0,-8600,16009,-3492,-10,-57,-126,1302,0
8,-14574,6443,-10327,-268,106,-60,1452,0
38,-19300,1957,5376,183,234,45,1592,0
76,-18492,3612,2022,76,312,359,1731,0
131,-20658,2374,-5666,-171,172,-365,1871,0
200,-25462,-1695,-3429,-180,201,-72,2012,0
286,-30088,4633,-3461,-122,246,-179,2153,0
361,-25914,4615,-9819,64,332,-36,2294,0
445,-36308,1379,-13492,-46,518,-221,2437,0
524,-29510,1121,-882,230,271,-44,2578,0
603,-29162,9087,-3273,133,257,244,2720,0
705,-32128,7,-15,73,411,-244,2860,0
836,-34398,2849,-8823,114,287,-112,3000,0
948,-30470,925,-2098,246,734,113,3142,0
1064,-33168,4805,-12058,355,463,34,3281,0
1183,-36444,10165,-80,343,373,-6,3421,0
1301,-34330,661,-8991,172,573,-179,3565,0
1535,-30452,5026,-5678,166,335,-48,3812,0
1666,-49006,8212,4415,311,505,-92,3961,0
1789,-39766,7944,3072,331,234,-96,4102,0
1922,-51086,4059,-1892,78,471,91,4241,0
2045,-39098,4583,-2699,119,386,-197,4384,0
2179,-39074,-1391,-4367,94,413,-45,4531,0
2309,-48910,-4214,-7713,106,389,-91,4672,0
2443,-47198,4135,-2218,125,94,-2,4812,0
2580,-41386,3973,-2420,234,518,18,4953,0
2746,-45440,1759,-7172,183,142,-13,5099,0
2911,-35570,3006,-7527,177,185,3,5238,0
3063,-36594,-116,-5589,-131,580,114,5382,0
3214,-38274,3053,-13102,-75,415,386,5524,0
