Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10345865, -3373847, -34633136, 56187, 204471, -210233,0, 
0x00000000, -10340063, -3369358, -34637696, 55967, 204667, -210271,157, 
0x00000000, -10342619, -3373753, -34634120, 56254, 204853, -210359,320, 
0x00000000, -10341559, -3371661, -34628280, 55901, 204474, -210245,471, 
0x00000000, -10336879, -3377541, -34629652, 56210, 204643, -210361,639, 
0x00000000, -10341452, -3369712, -34633776, 56472, 204387, -210043,792, 
0x00000000, -10343570, -3366766, -34626528, 56156, 204671, -210169,1936, 
0x00000000, -10398716, -3434662, -34523304, 55296, 204210, -210735,2098, 
0x00000000, -10413846, -3411082, -34490952, 55325, 204116, -210709,2249, 
0x00000000, -10398278, -3402819, -34451152, 55417, 203729, -210512,2404, 
0x00000000, -10388257, -3409465, -34404092, 55350, 203469, -210309,2557, 
0x00000000, -10381803, -3415232, -34355684, 55446, 203049, -210544,2712, 
0x00000000, -10390106, -3413118, -34293720, 55335, 202825, -210464,2862, 
0x00000000, -10375135, -3398057, -34235104, 55422, 202406, -210274,3019, 
0x00000000, -10385863, -3402916, -34311912, 55436, 202400, -210560,3176, 
0x00000000, -10374678, -3398301, -34206108, 55711, 202323, -210559,3328, 
0x00000000, -10368665, -3409030, -34145408, 55447, 202094, -210380,3493, 
0x00000000, -10362848, -3404041, -34139012, 55656, 202166, -210506,3660, 
0x00000000, -10361920, -3407484, -34138028, 55358, 202047, -210336,3911, 
0x00000000, -10368102, -3401117, -34140304, 55567, 201921, -210379,4064, 
0x00000000, -10365345, -3400869, -34150588, 55516, 202038, -210393,4216, 
0x00000000, -10367626, -3408053, -34122360, 55387, 202053, -210295,4369, 
0x00000000, -10366560, -3403981, -34133088, 55692, 201805, -210287,4532, 
0x00000000, -10371556, -3398062, -34135580, 55641, 202192, -210254,4688, 
0x00000000, -10363008, -3401497, -34129168, 55493, 202171, -210436,4842, 
0x00000000, -10360062, -3402712, -34134112, 55672, 202011, -210203,5007, 
0x00000000, -10369887, -3400566, -34142292, 55501, 202129, -210340,5162, 
0x00000000, -10359230, -3408683, -34127400, 55469, 201954, -210080,5317, 
0x00000000, -10361552, -3413489, -34133284, 55438, 202096, -210228,5471, 
0x00000000, -10358917, -3400900, -34135816, 55468, 202039, -210150,5624, 
0x00000000, -10363375, -3399404, -34121856, 55494, 201985, -210310,5778, 
0x00000000, -10360828, -3406242, -34139692, 55269, 201902, -210253,5935, 
0x00000000, -10366286, -3402447, -34124648, 55620, 201995, -210400,6088, 
0x00000000, -10369120, -3407118, -34130756, 55588, 202177, -210425,6242, 
0x00000000, -10359415, -3407874, -34128436, 55154, 202049, -210416,6394, 
0x00000000, -10366605, -3398665, -34131452, 55285, 202317, -209861,6563, 
0x00000000, -10362362, -3400257, -34128116, 55355, 202131, -210239,6719, 
0x00000000, -10366803, -3405516, -34130292, 55464, 202297, -210359,6871, 
0x00000000, -10368979, -3403435, -34122704, 55561, 202081, -210189,7023, 
0x00000000, -10358197, -3401943, -34128968, 55388, 201768, -210455,7181, 
0x00000000, -10362442, -3412502, -34119196, 55422, 202004, -209973,7334, 
0x00000000, -10368525, -3404262, -34115312, 55625, 202018, -210296,7488, 
0x00000000, -10359345, -3405231, -34106000, 55509, 201965, -210446,7648, 
0x00000000, -10359578, -3408468, -34120376, 55293, 201898, -210215,7899, 
0x00000000, -10362098, -3408053, -34113612, 55436, 201972, -210394,8051, 
0x00000000, -10357933, -3405122, -34104760, 55537, 202009, -210304,8203, 
0x00000000, -10354932, -3402379, -34115832, 55570, 201883, -210279,8357, 
0x00000000, -10362072, -3409800, -34111224, 55583, 201934, -210124,8513, 
0x00000000, -10360466, -3401961, -34100320, 55632, 202085, -210266,8673, 
0x00000000, -10358600, -3408232, -34113192, 55659, 202221, -210037,8826, 
0x00000000, -10362996, -3404168, -34110328, 55664, 202049, -210281,8979, 
0x00000000, -10365825, -3407718, -34105980, 55648, 202086, -210176,9137, 
0x00000000, -10364880, -3396415, -34112700, 55632, 202161, -209959,9298, 
0x00000000, -10366017, -3402372, -34108708, 55594, 202146, -210452,9452, 
0x00000000, -10363343, -3403042, -34114004, 55518, 201824, -210340,9697, 
0x00000000, -10361295, -3398641, -34106536, 55757, 202110, -210222,9849, 
0x00000000, -10361129, -3406834, -34111400, 55742, 201988, -210143,10004, 
0x00000000, -10367774, -3403330, -34113796, 55798, 201980, -210241,10159, 
0x00000000, -10364518, -3406384, -34097224, 55495, 201857, -210070,10350, 
0x00000000, -10359445, -3399875, -34113680, 55517, 201873, -210105,10504, 
0x00000000, -10369167, -3411972, -34107248, 55494, 202012, -210146,10663, 
0x00000000, -10368610, -3406057, -34103248, 55588, 201791, -210279,10819, 
0x00000000, -10365872, -3406552, -34101608, 55640, 201907, -210227,10977, 
0x00000000, -10366900, -3405502, -34107868, 55535, 201901, -210268,11136, 
0x00000000, -10365842, -3408018, -34108992, 55329, 201810, -210336,11289, 
0x00000000, -10371573, -3409852, -34100664, 55654, 202007, -210291,11446, 
0x00000000, -10362781, -3405057, -34113052, 55355, 201894, -210149,11603, 
0x00000000, -10364060, -3415668, -34105372, 55510, 201858, -210375,11756, 
0x00000000, -10364328, -3402622, -34107656, 55771, 201971, -210202,11910, 
0x00000000, -10364438, -3405294, -34115380, 55726, 202059, -209879,12062, 
0x00000000, -10370857, -3396462, -34184868, 55934, 202349, -210324,12217, 
0x00000000, -10359981, -3415556, -34263088, 55730, 202762, -210007,12381, 
0x00000000, -10338618, -3404955, -34341688, 56139, 203232, -210093,12539, 
0x00000000, -10350791, -3407396, -34417256, 56121, 203754, -210413,12694, 
0x00000000, -10337880, -3394868, -34487288, 56229, 203803, -209959,12848, 
0x00000000, -10356918, -3389727, -34559388, 56404, 204653, -210152,13005, 
0x00000000, -10339699, -3384217, -34598280, 56568, 204797, -210135,13158, 
0x00000000, -10346450, -3384004, -34621196, 56387, 205230, -209770,13311, 
0x00000000, -10359201, -3417115, -34598552, 55766, 205160, -210295,13468, 
0x00000000, -10316934, -3398589, -34674704, 55949, 205820, -209832,13638, 
0x00000000, -10388021, -3336041, -34763936, 55142, 206009, -209901,13797, 
0x00000000, -10336651, -3379325, -34699064, 55288, 206332, -209908,13953, 
0x00000000, -10367873, -3395572, -34657536, 55457, 206013, -210081,14109, 
0x00000000, -10370235, -3397576, -34662088, 55351, 205891, -210227,14266, 
0x00000000, -10352747, -3386377, -34669408, 55503, 205861, -210029,14424, 
0x00000000, -10357277, -3375235, -34669752, 55351, 205940, -209960,14578, 
0x00000000, -10352230, -3373486, -34695920, 55406, 206188, -209654,14743, 
0x00000000, -10328683, -3389278, -34751320, 55191, 206594, -209861,14895, 
0x00000000, -10372246, -3379020, -34735092, 55263, 206378, -209949,15050, 
0x00000000, -10387408, -3396139, -34715760, 55127, 206272, -210024,15205, 
0x00000000, -10395623, -3413216, -34652536, 55255, 205807, -210050,15358, 
0x00000000, -10415859, -3410951, -34585856, 55253, 205160, -210110,15513, 
0x00000000, -10425588, -3409103, -34521528, 55193, 204836, -210120,15670, 
0x00000000, -10400121, -3418665, -34441500, 55295, 204284, -209912,15825, 
0x00000000, -10388103, -3418384, -34407852, 55236, 203822, -209963,15979, 
0x00000000, -10393957, -3412109, -34341848, 55327, 203083, -209987,16138, 
0x00000000, -10392824, -3408380, -34277396, 55227, 202867, -210072,16299, 
0x00000000, -10370468, -3411104, -34183784, 55872, 202295, -209973,16488, 
0x00000000, -10389215, -3404123, -34214848, 55596, 202388, -210034,16644, 
0x00000000, -10373277, -3411688, -34136360, 55126, 201987, -210186,16802, 
0x00000000, -10364902, -3399620, -34102344, 55361, 201546, -209853,16958, 
0x00000000, -10362922, -3407392, -34109668, 55493, 201637, -210023,17117, 
0x00000000, -10368528, -3407955, -34100184, 55450, 201899, -210174,17270, 
0x00000000, -10364690, -3405052, -34099744, 55341, 201672, -209860,17424, 
0x00000000, -10365548, -3409896, -34095908, 55395, 201795, -209942,17582, 
0x00000000, -10369564, -3407658, -34091884, 55493, 201993, -209732,17736, 
0x00000000, -10361017, -3409871, -34089984, 55401, 201956, -209799,17896, 
0x00000000, -10367065, -3410245, -34094496, 55241, 201901, -210059,18051, 
0x00000000, -10364990, -3408632, -34095804, 55448, 201667, -210053,18216, 
0x00000000, -10364997, -3401549, -34093804, 55653, 201785, -209931,18378, 
0x00000000, -10367092, -3410211, -34091544, 55477, 201849, -209875,18533, 
0x00000000, -10366134, -3414098, -34100256, 55417, 202046, -209974,18686, 
0x00000000, -10368134, -3413645, -34086404, 55452, 201870, -210089,18842, 
0x00000000, -10366530, -3412098, -34095448, 55469, 201857, -209770,18996, 
0x00000000, -10364972, -3410646, -34087392, 55438, 201812, -209734,19159, 
0x00000000, -10362644, -3411055, -34085464, 55348, 201786, -210116,19312, 
0x00000000, -10364394, -3410427, -34084536, 55492, 202317, -209977,19467, 
0x00000000, -10368342, -3408397, -34083336, 55506, 201910, -210005,19620, 
0x00000000, -10363786, -3407864, -34090412, 55443, 202086, -209813,19779, 
0x00000000, -10365708, -3410954, -34078700, 55423, 202129, -209957,19935, 
0x00000000, -10367784, -3413119, -34089216, 55346, 201895, -209869,20094, 
0x00000000, -10362606, -3411536, -34068748, 55569, 202040, -209933,20251, 
0x00000000, -10363462, -3400978, -34079924, 55530, 202097, -209998,20414, 
0x00000000, -10365026, -3410598, -34080128, 55549, 202029, -209878,20570, 
0x00000000, -10350538, -3409594, -34189348, 55522, 202718, -209918,20727, 
0x00000000, -10355169, -3421469, -34258100, 55973, 203053, -210058,20884, 
0x00000000, -10350269, -3416734, -34353164, 55873, 203650, -209842,21040, 
0x00000000, -10344618, -3406677, -34439620, 55995, 204064, -209818,21196, 
0x00000000, -10338605, -3405093, -34516364, 56294, 204798, -209634,21351, 
0x00000000, -10346671, -3395027, -34569172, 56365, 205222, -209684,21567, 
0x00000000, -10361877, -3437070, -34525376, 55519, 205191, -210134,21725, 
0x00000000, -10357674, -3413176, -34615740, 55640, 205888, -209765,21880, 
0x00000000, -10411337, -3476497, -34481416, 55121, 205480, -210011,22038, 
0x00000000, -10380704, -3423890, -34525016, 55290, 205332, -209682,22190, 
0x00000000, -10334019, -3403688, -34629212, 55489, 206290, -209866,22345, 
0x00000000, -10350416, -3395601, -34640488, 55149, 206602, -209583,22503, 
0x00000000, -10364683, -3383248, -34659600, 55341, 206431, -209644,22658, 
0x00000000, -10354387, -3376384, -34632412, 55337, 206406, -209891,22812, 
0x00000000, -10350749, -3373577, -34668004, 55238, 206686, -209430,22973, 
0x00000000, -10345911, -3388991, -34685824, 55394, 206644, -209376,23130, 
0x00000000, -10337700, -3385885, -34727836, 55109, 206900, -209504,23285, 
0x00000000, -10351332, -3366445, -34727640, 55573, 206980, -209418,23439, 
0x00000000, -10381269, -3385766, -34716312, 55253, 206872, -209446,23600, 
0x00000000, -10407944, -3378091, -34675856, 55378, 206593, -209659,23765, 
0x00000000, -10399067, -3398439, -34657476, 55480, 206458, -209702,23919, 
0x00000000, -10421984, -3395109, -34636772, 55207, 206306, -209848,24074, 
0x00000000, -10411756, -3401560, -34601936, 54977, 205928, -209485,24231, 
0x00000000, -10430744, -3409957, -34569120, 55285, 205785, -209592,24389, 
0x00000000, -10409528, -3409177, -34535512, 55286, 205615, -209690,24553, 
0x00000000, -10416578, -3418569, -34485984, 55246, 205332, -209769,24715, 
0x00000000, -10387886, -3412138, -34459304, 55300, 204813, -209708,24875, 
0x00000000, -10387805, -3418673, -34405640, 55106, 204485, -209757,25031, 
0x00000000, -10402454, -3429041, -34345992, 55283, 204169, -209961,25194, 
0x00000000, -10377841, -3432231, -34349080, 55437, 203814, -209707,25349, 
0x00000000, -10381112, -3410360, -34279512, 55422, 203514, -209914,25506, 
0x00000000, -10370884, -3428199, -34226796, 55245, 203101, -209612,25660, 
0x00000000, -10383625, -3410970, -34174608, 55450, 202915, -209833,25817, 
0x00000000, -10380113, -3422166, -34261172, 55784, 202973, -209628,25977, 
0x00000000, -10374675, -3411771, -34146892, 55749, 202444, -209472,26130, 
0x00000000, -10365475, -3409620, -34075504, 55648, 202414, -209671,26285, 
0x00000000, -10360952, -3411772, -34061216, 55408, 202219, -209832,26438, 
0x00000000, -10362064, -3416468, -34055632, 55405, 202160, -209729,26598, 
0x00000000, -10363215, -3413488, -34063344, 55527, 202182, -209753,26751, 
0x00000000, -10366754, -3404226, -34058028, 55631, 202144, -209782,26906, 
0x00000000, -10368442, -3414583, -34058336, 55380, 202342, -209709,27062, 
0x00000000, -10358487, -3419950, -34055204, 55282, 202045, -209849,27217, 
0x00000000, -10354134, -3407855, -34065544, 55319, 202094, -209795,27381, 
0x00000000, -10363336, -3414572, -34063712, 55325, 202413, -209571,27538, 
0x00000000, -10359409, -3415408, -34059984, 55574, 202122, -209859,27693, 
0x00000000, -10357527, -3423173, -34061832, 55263, 202129, -209593,27849, 
0x00000000, -10365076, -3408997, -34065752, 55659, 202059, -209668,28105, 
0x00000000, -10370991, -3411624, -34054512, 55456, 202259, -209837,28262, 
0x00000000, -10365606, -3411376, -34050372, 55380, 202290, -209611,28420, 
0x00000000, -10361220, -3413464, -34044564, 55530, 202351, -209580,28578, 
0x00000000, -10363012, -3414293, -34045816, 55426, 202056, -209858,28760, 
0x00000000, -10362001, -3416458, -34048240, 55485, 202080, -209841,28917, 
0x00000000, -10363194, -3425817, -34043760, 55564, 202297, -209887,29077, 
0x00000000, -10363588, -3413132, -34035000, 55474, 201975, -209625,29235, 
0x00000000, -10365626, -3410854, -34045344, 55712, 202110, -209652,29392, 
0x00000000, -10361403, -3404196, -34047876, 55887, 202028, -209820,29546, 
0x00000000, -10362703, -3415877, -34041724, 55457, 202200, -209432, 1645110947841, 
