Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10630985, -4154298, -31417282, 61622, 203344, -166456,0, 
0x00000000, -10623869, -4160605, -31414884, 61424, 203393, -166611,140, 
0x00000000, -10629499, -4156076, -31425464, 61457, 203433, -166826,280, 
0x00000000, -10630479, -4157929, -31404460, 61433, 203365, -166753,422, 
0x00000000, -10623316, -4153161, -31405016, 61563, 203678, -166613,562, 
0x00000000, -10627519, -4163355, -31410936, 61348, 203429, -166520,703, 
0x00000000, -10627366, -4156859, -31416764, 61532, 203536, -166311,851, 
0x00000000, -10620369, -4157364, -31407608, 61405, 203371, -166768,1012, 
0x00000000, -10626070, -4160432, -31418132, 61377, 203506, -166666,1162, 
0x00000000, -10614976, -4157790, -31408682, 61612, 203287, -166582,1302, 
0x00000000, -10624542, -4164625, -31402708, 61354, 203450, -166516,1452, 
0x00000000, -10629028, -4148922, -31397982, 61805, 203578, -166411,1592, 
0x00000000, -10627373, -4152276, -31398790, 61698, 203656, -166097,1731, 
0x00000000, -10628611, -4159964, -31396624, 61451, 203516, -166821,1871, 
0x00000000, -10632680, -4157727, -31391820, 61442, 203545, -166528,2012, 
0x00000000, -10626352, -4157759, -31387194, 61500, 203590, -166635,2153, 
0x00000000, -10626370, -4164117, -31391368, 61686, 203676, -166492,2294, 
0x00000000, -10629606, -4167790, -31380974, 61576, 203862, -166677,2437, 
0x00000000, -10629864, -4155180, -31387772, 61852, 203615, -166500,2578, 
0x00000000, -10621898, -4157571, -31388120, 61755, 203601, -166212,2720, 
0x00000000, -10630978, -4154313, -31385154, 61695, 203755, -166700,2860, 
0x00000000, -10628136, -4163121, -31382884, 61736, 203631, -166568,3000, 
0x00000000, -10630060, -4156396, -31386812, 61868, 204078, -166343,3142, 
0x00000000, -10626180, -4166356, -31384114, 61977, 203807, -166422,3281, 
0x00000000, -10620820, -4154378, -31380838, 61965, 203717, -166462,3421, 
0x00000000, -10630324, -4163289, -31382952, 61794, 203917, -166635,3565, 
0x00000000, -10625959, -4159976, -31386830, 61788, 203679, -166504,3812, 
0x00000000, -10622773, -4149883, -31368276, 61933, 203849, -166548,3961, 
0x00000000, -10623041, -4151226, -31377516, 61953, 203578, -166552,4102, 
0x00000000, -10626926, -4156190, -31366196, 61700, 203815, -166365,4241, 
0x00000000, -10626402, -4156997, -31378184, 61741, 203730, -166653,4384, 
0x00000000, -10632376, -4158665, -31378208, 61716, 203757, -166501,4531, 
0x00000000, -10635199, -4162011, -31368372, 61728, 203733, -166547,4672, 
0x00000000, -10626850, -4156516, -31370084, 61747, 203438, -166458,4812, 
0x00000000, -10627012, -4156718, -31375896, 61856, 203862, -166438,4953, 
0x00000000, -10629226, -4161470, -31371842, 61805, 203486, -166469,5099, 
0x00000000, -10627979, -4161825, -31381712, 61799, 203529, -166453,5238, 
0x00000000, -10631101, -4159887, -31380688, 61491, 203924, -166342,5382, 
0x00000000, -10627932, -4167400, -31379008, 61547, 203759, -166070,5524, 
0x00000000, -10624199, -4157995, -31364216, 61637, 203826, -166463,5664, 
0x00000000, -10633179, -4155947, -31377300, 61905, 203674, -166446,5804, 
0x00000000, -10624126, -4155858, -31366312, 61671, 203810, -166281,5944, 
0x00000000, -10631204, -4155633, -31385264, 61751, 204037, -166394,6089, 
0x00000000, -10630668, -4153791, -31372764, 61790, 203638, -166369,6229, 
0x00000000, -10623399, -4154744, -31378260, 61687, 203623, -166443,6371, 
0x00000000, -10629787, -4159751, -31380172, 61748, 203748, -166363,6513, 
0x00000000, -10627171, -4156205, -31373820, 61938, 203733, -166099,6659, 
0x00000000, -10632655, -4164221, -31388976, 61818, 204008, -166597,6801, 
0x00000000, -10626039, -4152747, -31383216, 61726, 203966, -166448,6942, 
0x00000000, -10625453, -4160281, -31383226, 61639, 203541, -166285,7082, 
0x00000000, -10627744, -4157175, -31430812, 61714, 204190, -166566,7224, 
0x00000000, -10613150, -4166672, -31502378, 61820, 204601, -166285,7364, 
0x00000000, -10617213, -4166135, -31563068, 62061, 205183, -166291,7508, 
0x00000000, -10618706, -4156848, -31623608, 62338, 205319, -166679,7651, 
0x00000000, -10602086, -4164775, -31688318, 62379, 205937, -166429,7814, 
0x00000000, -10619119, -4155156, -31761694, 62678, 206411, -166448,7961, 
0x00000000, -10607796, -4140250, -31822950, 62841, 206513, -166115,8101, 
0x00000000, -10608020, -4137888, -31864652, 62823, 206972, -166069,8243, 
0x00000000, -10609201, -4130862, -31941960, 63028, 207714, -166033,8383, 
0x00000000, -10609733, -4127500, -31868604, 62160, 207378, -166266,8533, 
0x00000000, -10620430, -4152707, -31895608, 61823, 207625, -166213,8674, 
0x00000000, -10615303, -4130080, -31981866, 61983, 208109, -166127,8820, 
0x00000000, -10618404, -4126874, -32075156, 61818, 208803, -166177,8962, 
0x00000000, -10602751, -4121042, -32142668, 61672, 209332, -166189,9104, 
0x00000000, -10598628, -4122879, -32211640, 61714, 209604, -165916,9244, 
0x00000000, -10630567, -4140806, -32224740, 62861, 209676, -166101,9386, 
0x00000000, -10622566, -4152406, -32298640, 63263, 210211, -166054,9527, 
0x00000000, -10598101, -4143218, -32349716, 63592, 210435, -166135,9676, 
0x00000000, -10591239, -4143910, -32403962, 63663, 210652, -166005,9817, 
0x00000000, -10572426, -4156971, -32478422, 64015, 211045, -166337,9959, 
0x00000000, -10582826, -4156076, -32518462, 64190, 211329, -166201,10102, 
0x00000000, -10593710, -4155222, -32596848, 64531, 212057, -166324,10246, 
0x00000000, -10572193, -4154606, -32655658, 64859, 212569, -166052,10388, 
0x00000000, -10558258, -4164157, -32698374, 64730, 213054, -166245,10533, 
0x00000000, -10578390, -4148905, -32761064, 64674, 212972, -166125,10674, 
0x00000000, -10570752, -4126326, -32810368, 65040, 213564, -165833,10814, 
0x00000000, -10569729, -4129518, -32875752, 65091, 214125, -165992,10957, 
0x00000000, -10554922, -4139558, -32940504, 64965, 214707, -165615,11098, 
0x00000000, -10544506, -4132404, -33005246, 65068, 215223, -165865,11241, 
0x00000000, -10579948, -4157250, -33008964, 64182, 215943, -166161,11384, 
0x00000000, -10584753, -4120266, -33087376, 64588, 216585, -165796,11533, 
0x00000000, -10537906, -4144433, -33140966, 64508, 216897, -166051,11682, 
0x00000000, -10529476, -4119843, -33204042, 64803, 217202, -166034,11824, 
0x00000000, -10524975, -4113580, -33270084, 64546, 217924, -165604,11971, 
0x00000000, -10523282, -4123083, -33336768, 65041, 218207, -165709,12112, 
0x00000000, -10522846, -4140461, -33385186, 64925, 218777, -165770,12256, 
0x00000000, -10510231, -4167760, -33428024, 65072, 219345, -166104,12400, 
0x00000000, -10513763, -4194780, -33507712, 65266, 219956, -166124,12544, 
0x00000000, -10503392, -4235102, -33519076, 65273, 220090, -166738,12688, 
0x00000000, -10528995, -4265874, -33555280, 65605, 220431, -166742,12830, 
0x00000000, -10529322, -4272676, -33557760, 65675, 221066, -166736,12971, 
0x00000000, -10545536, -4267927, -33574624, 66208, 221755, -167003,13113, 
0x00000000, -10550838, -4282455, -33530988, 66146, 221406, -167157,13262, 
0x00000000, -10518916, -4225274, -33489072, 66185, 221529, -166560,13405, 
0x00000000, -10570142, -4296352, -33459784, 65860, 221287, -167270,13550, 
0x00000000, -10568387, -4278929, -33417560, 66032, 221019, -167037,13692, 
0x00000000, -10525294, -4260547, -33395296, 66378, 221315, -166698,13834, 
0x00000000, -10556006, -4271710, -33342268, 66552, 220991, -166993,13976, 
0x00000000, -10528848, -4261267, -33324648, 66795, 220899, -166758,14120, 
0x00000000, -10529307, -4255264, -33352278, 67367, 221900, -166577,14266, 
0x00000000, -10524319, -4259404, -33351388, 67597, 222106, -166718,14407, 
0x00000000, -10541334, -4256659, -33346212, 67636, 221980, -166687,14551, 
0x00000000, -10526104, -4274793, -33363546, 67802, 221881, -166688,14695, 
0x00000000, -10521569, -4264751, -33378592, 67986, 222366, -166829,14838, 
0x00000000, -10524218, -4268342, -33377996, 68379, 222704, -166867,14980, 
0x00000000, -10528804, -4272968, -33376516, 68688, 223411, -166715,15123, 
0x00000000, -10536680, -4281242, -33358272, 69034, 223509, -166923,15265, 
0x00000000, -10561217, -4257976, -33368866, 69398, 223723, -166812,15408, 
