Status,Fx,Fy,Fz,Tx,Ty,Tz,time
0x00000000, -10340976, -3229063, -36014632, 53668, 200920, -223373,0, 
0x00000000, -10351316, -3225984, -36022868, 53692, 200947, -222987,155, 
0x00000000, -10339057, -3227394, -36010056, 53719, 200521, -223144,307, 
0x00000000, -10335918, -3226525, -36015184, 53758, 200804, -223186,555, 
0x00000000, -10344060, -3228072, -36010756, 53830, 200629, -223354,712, 
0x00000000, -10341544, -3221910, -35994780, 53707, 201091, -223340,866, 
0x00000000, -10343419, -3224882, -36007468, 53792, 200948, -223286,1044, 
0x00000000, -10332626, -3228638, -36010968, 53827, 200724, -223298,1200, 
0x00000000, -10341947, -3224992, -35993992, 53781, 200627, -222951,1352, 
0x00000000, -10344538, -3229352, -36005012, 53716, 200929, -223275,1513, 
0x00000000, -10340243, -3227993, -35993072, 53784, 200833, -223427,1673, 
0x00000000, -10345792, -3221183, -35998544, 53701, 200714, -223298,1826, 
0x00000000, -10333277, -3221179, -35990164, 53584, 200614, -223315,1977, 
0x00000000, -10342171, -3223305, -35998048, 53972, 200854, -223335,2128, 
0x00000000, -10340948, -3226061, -35991208, 53831, 201076, -223277,2279, 
0x00000000, -10340124, -3231338, -35985668, 53647, 200607, -223147,2435, 
0x00000000, -10341969, -3227659, -35973088, 53561, 200772, -223197,2592, 
0x00000000, -10341425, -3222854, -35975468, 53996, 200707, -223150,2860, 
0x00000000, -10335808, -3224981, -35965876, 53775, 200888, -223344,3013, 
0x00000000, -10343264, -3227921, -35978024, 53677, 200740, -223406,3165, 
0x00000000, -10340983, -3233211, -35977232, 53620, 200777, -222887,3323, 
0x00000000, -10343834, -3228861, -35974556, 53699, 200779, -223052,3473, 
0x00000000, -10341333, -3221832, -35981400, 53582, 200893, -223084,3633, 
0x00000000, -10349894, -3221711, -35969556, 54100, 200975, -223136,3790, 
0x00000000, -10338517, -3223554, -35970012, 53791, 200605, -223291,3944, 
0x00000000, -10348009, -3229506, -35953300, 53737, 200997, -223240,4107, 
0x00000000, -10349167, -3229551, -35968664, 53937, 200895, -223008,4285, 
0x00000000, -10337564, -3223050, -35957384, 54231, 200717, -223223,4437, 
0x00000000, -10344388, -3223090, -35961376, 53669, 200977, -223089,4602, 
0x00000000, -10341280, -3224781, -35960812, 53707, 200980, -223016,4754, 
0x00000000, -10342389, -3225905, -35958768, 54015, 201006, -222810,4912, 
0x00000000, -10339254, -3223923, -35953544, 54050, 200704, -223072,5063, 
0x00000000, -10341140, -3224779, -35954264, 53866, 200732, -223224,5227, 
0x00000000, -10341912, -3222181, -35959600, 53875, 200825, -223042,5385, 
0x00000000, -10336997, -3223008, -35952528, 54060, 200615, -222918,5536, 
0x00000000, -10343298, -3223785, -35951492, 53887, 200636, -223291,5690, 
0x00000000, -10343015, -3225839, -35955032, 53968, 200742, -223171,5844, 
0x00000000, -10341446, -3231064, -35942476, 53717, 200717, -223146,5997, 
0x00000000, -10345859, -3222446, -35954584, 54015, 200713, -222878,6153, 
0x00000000, -10343088, -3222008, -35946536, 54075, 200874, -223066,6312, 
0x00000000, -10342184, -3221835, -35963560, 54103, 200754, -223048,6465, 
0x00000000, -10346126, -3228755, -35954280, 53958, 200943, -222978,6624, 
0x00000000, -10348062, -3224909, -35949888, 53830, 200769, -223185,6781, 
0x00000000, -10342216, -3219181, -35941656, 53770, 200805, -222997,6935, 
0x00000000, -10339158, -3228564, -35936384, 53849, 200734, -223187,7089, 
0x00000000, -10339072, -3229615, -35945916, 53668, 200863, -223025,7242, 
0x00000000, -10342901, -3228213, -35949172, 54071, 200783, -222931,7394, 
0x00000000, -10344317, -3226246, -35941508, 54017, 201042, -222903,7546, 
0x00000000, -10342146, -3230658, -35936676, 53698, 200797, -223135,7703, 
0x00000000, -10345833, -3229114, -35938280, 53884, 200840, -223087,7855, 
0x00000000, -10349504, -3220778, -35932960, 53936, 200894, -222992,8105, 
0x00000000, -10350377, -3227217, -35943784, 54005, 200885, -223119,8259, 
0x00000000, -10347408, -3224719, -35938892, 53816, 200994, -223095,8411, 
0x00000000, -10347859, -3225937, -35932416, 53846, 200860, -222745,8564, 
0x00000000, -10350978, -3225293, -35939732, 53953, 200986, -223055,8725, 
0x00000000, -10340379, -3221428, -35943584, 53922, 200714, -222827,8876, 
0x00000000, -10347894, -3231627, -35940828, 53676, 200733, -222858,9026, 
0x00000000, -10344972, -3223594, -35935992, 54008, 200820, -222853,9181, 
0x00000000, -10342212, -3228016, -35935308, 53808, 200519, -222605,9335, 
0x00000000, -10352682, -3228593, -35935944, 53790, 200680, -222917,9489, 
0x00000000, -10346504, -3230571, -35992900, 53992, 201177, -222687,9644, 
0x00000000, -10332450, -3217650, -36098384, 54246, 201500, -222895,9804, 
0x00000000, -10336628, -3232477, -36203124, 54498, 202165, -222898,9957, 
0x00000000, -10329051, -3224574, -36294524, 54608, 202797, -223016,10111, 
